condition,loss_pct,delay_ms,jitter_ms,qber,sifted_bits,final_key_bits,secure_key_rate,elapsed_seconds,key_bits_per_sec,polarization_fidelity,attenuation_db_per_km,distance_km,run,note,source_file,lhs_point_id,detector_efficiency,dark_count_rate,alice_delay_ms,bob_delay_ms
loss_0.1pct,0.1,,,0.0,3803.0,3423.0,0.3423,53.1766676902771,64.37033662840567,1.0,,,1.0,,joint_fault_lowloss_results.csv,,,,,
loss_0.1pct,0.1,,,0.0,3806.0,3426.0,0.3426,47.59908986091614,71.97616614121664,1.0,,,2.0,,joint_fault_lowloss_results.csv,,,,,
loss_0.1pct,0.1,,,0.0,3864.0,3478.0,0.3478,49.285855531692505,70.56791370423764,1.0,,,3.0,,joint_fault_lowloss_results.csv,,,,,
loss_0.5pct,0.5,,,0.0,3795.0,3416.0,0.3416,49.0264527797699,69.67667057914429,1.0,,,1.0,,joint_fault_lowloss_results.csv,,,,,
loss_0.5pct,0.5,,,0.0,3909.0,3519.0,0.3519,50.47697424888611,69.71495523184326,1.0,,,2.0,,joint_fault_lowloss_results.csv,,,,,
loss_0.5pct,0.5,,,0.0,3804.0,3424.0,0.3424,47.85626196861267,71.54758560636616,1.0,,,3.0,,joint_fault_lowloss_results.csv,,,,,
loss_1.0pct,1.0,,,0.0,3791.0,3412.0,0.3412,49.37404918670654,69.10512822429492,1.0,,,1.0,,joint_fault_lowloss_results.csv,,,,,
loss_1.0pct,1.0,,,0.0,3737.0,3364.0,0.3364,53.093514919281006,63.35990384351738,1.0,,,2.0,,joint_fault_lowloss_results.csv,,,,,
loss_1.0pct,1.0,,,0.0,3852.0,3467.0,0.3467,49.13754820823669,70.55704092738684,1.0,,,3.0,,joint_fault_lowloss_results.csv,,,,,
loss_2pct,2.0,,,0.1113989637305699,3861.0,0.0,0.0,54.63699388504028,0.0,0.8,,,1.0,,joint_fault_lowloss_results.csv,,,,,
loss_2pct,2.0,,,0.1122715404699739,3836.0,0.0,0.0,48.918535232543945,0.0,0.8,,,2.0,,joint_fault_lowloss_results.csv,,,,,
loss_2pct,2.0,,,0.0842105263157894,3804.0,569.0,0.0569,54.15691614151001,10.506506657676448,0.8,,,3.0,,joint_fault_lowloss_results.csv,,,,,
loss_3pct,3.0,,,0.1105263157894736,3800.0,0.0,0.0,50.39991211891174,0.0,0.8,,,1.0,,joint_fault_lowloss_results.csv,,,,,
loss_3pct,3.0,,,0.0878552971576227,3874.0,493.0,0.0493,54.52758765220642,9.041294897263828,0.8,,,2.0,,joint_fault_lowloss_results.csv,,,,,
loss_3pct,3.0,,,0.1026315789473684,3800.0,155.0,0.0155,47.959450006484985,3.2318969458373936,0.8,,,3.0,,joint_fault_lowloss_results.csv,,,,,
loss_2pct,2.0,,,0.0,3718.0,3347.0,0.3347,50.77093291282654,65.9235473523164,1.0,,,1.0,,joint_fault_lowloss_results.csv,,,,,
loss_2pct,2.0,,,0.0,3807.0,3427.0,0.3427,48.69422864913941,70.37795022266087,1.0,,,2.0,,joint_fault_lowloss_results.csv,,,,,
loss_2pct,2.0,,,0.0,3827.0,3445.0,0.3445,48.686877489089966,70.75828596261847,1.0,,,3.0,,joint_fault_lowloss_results.csv,,,,,
loss_3pct,3.0,,,0.0,3817.0,3436.0,0.3436,50.41603350639343,68.15292201764085,1.0,,,1.0,,joint_fault_lowloss_results.csv,,,,,
loss_3pct,3.0,,,0.0,3793.0,3414.0,0.3414,52.15676188468933,65.45651755658902,1.0,,,2.0,,joint_fault_lowloss_results.csv,,,,,
loss_3pct,3.0,,,0.0,3793.0,3414.0,0.3414,48.69092631340027,70.11573322770059,1.0,,,3.0,,joint_fault_lowloss_results.csv,,,,,
lhs_0,3.46,26.9,18.9,0.0645994832041343,3870.0,1076.0,0.1076,49.026509046554565,21.947310157822017,0.837,0.389,90.2,1.0,,joint_fault_lhs_TEST.csv,0.0,,,,
lhs_0,3.46,26.9,18.9,0.1167108753315649,3778.0,0.0,0.0,49.55654430389404,0.0,0.837,0.389,90.2,1.0,,joint_fault_lhs_TEST.csv,0.0,,,,
baseline,,,,0.1139240506329113,2373.0,0.0,0.0,48.53701329231262,0.0,,,,1.0,,joint_fault_efficiency_loss.csv,,0.5,,,
loss_1pct,1.0,,,0.0956521739130434,2309.0,186.0,0.0186,54.362220287323,3.421493806119878,,,,1.0,,joint_fault_efficiency_loss.csv,,0.5,,,
loss_5pct,5.0,,,0.1304347826086956,2304.0,0.0,0.0,57.8567636013031,0.0,,,,1.0,,joint_fault_efficiency_loss.csv,,0.5,,,
loss_15pct,15.0,,,0.1239316239316239,2346.0,0.0,0.0,57.617435693740845,0.0,,,,1.0,,joint_fault_efficiency_loss.csv,,0.5,,,
baseline,,,,0.1008403361344537,2380.0,121.0,0.0121,48.48383188247681,2.495677327924492,,,,2.0,,joint_fault_efficiency_loss.csv,,0.5,,,
loss_1pct,1.0,,,0.1168831168831168,2318.0,0.0,0.0,48.68520092964173,0.0,,,,2.0,,joint_fault_efficiency_loss.csv,,0.5,,,
loss_5pct,5.0,,,0.1129707112970711,2398.0,0.0,0.0,57.43782997131348,0.0,,,,2.0,,joint_fault_efficiency_loss.csv,,0.5,,,
loss_15pct,15.0,,,0.0815450643776824,2339.0,389.0,0.0389,90.21464371681212,4.311938549811145,,,,2.0,,joint_fault_efficiency_loss.csv,,0.5,,,
baseline,,,,0.1440677966101695,2369.0,0.0,0.0,47.626237869262695,0.0,,,,3.0,,joint_fault_efficiency_loss.csv,,0.5,,,
loss_1pct,1.0,,,0.1054852320675105,2378.0,59.0,0.0059,48.82249045372009,1.208459450791995,,,,3.0,,joint_fault_efficiency_loss.csv,,0.5,,,
loss_5pct,5.0,,,0.102127659574468,2359.0,103.0,0.0103,49.31444549560547,2.0886374968806773,,,,3.0,,joint_fault_efficiency_loss.csv,,0.5,,,
loss_15pct,15.0,,,0.0854700854700854,2342.0,332.0,0.0332,163.71130228042605,2.027960167535087,,,,3.0,,joint_fault_efficiency_loss.csv,,0.5,,,
baseline,,,,0.0909090909090909,2422.0,263.0,0.0263,47.6448221206665,5.520012213161787,,,,1.0,,joint_fault_efficiency_loss.csv,,0.5,,,
loss_1pct,1.0,,,0.1097046413502109,2377.0,4.0,0.0004,48.75949192047119,0.0820353092793536,,,,1.0,,joint_fault_efficiency_loss.csv,,0.5,,,
loss_5pct,5.0,,,0.1239316239316239,2348.0,0.0,0.0,47.472097396850586,0.0,,,,1.0,,joint_fault_efficiency_loss.csv,,0.5,,,
loss_15pct,15.0,,,0.079295154185022,2271.0,410.0,0.041,181.93397521972656,2.2535647863728143,,,,1.0,,joint_fault_efficiency_loss.csv,,0.5,,,
baseline,,,,0.0952380952380952,2311.0,192.0,0.0192,47.313103675842285,4.058072396084085,,,,2.0,,joint_fault_efficiency_loss.csv,,0.5,,,
loss_1pct,1.0,,,0.0966386554621848,2387.0,179.0,0.0179,49.10198640823364,3.6454736985953073,,,,2.0,,joint_fault_efficiency_loss.csv,,0.5,,,
loss_5pct,5.0,,,0.1392405063291139,2374.0,0.0,0.0,50.03861021995544,0.0,,,,2.0,,joint_fault_efficiency_loss.csv,,0.5,,,
loss_15pct,15.0,,,0.0982905982905982,2343.0,153.0,0.0153,98.23114919662476,1.5575507489355231,,,,2.0,,joint_fault_efficiency_loss.csv,,0.5,,,
baseline,,,,0.0917030567685589,2299.0,239.0,0.0239,47.88017106056213,4.9916279475630185,,,,3.0,,joint_fault_efficiency_loss.csv,,0.5,,,
loss_1pct,1.0,,,0.0916666666666666,2402.0,250.0,0.025,47.75088405609131,5.2355051627176925,,,,3.0,,joint_fault_efficiency_loss.csv,,0.5,,,
loss_5pct,5.0,,,0.084070796460177,2260.0,340.0,0.034,52.233154296875,6.509275661729307,,,,3.0,,joint_fault_efficiency_loss.csv,,0.5,,,
loss_15pct,15.0,,,0.0987124463519313,2336.0,147.0,0.0147,69.96433925628662,2.10107036759861,,,,3.0,,joint_fault_efficiency_loss.csv,,0.5,,,
baseline,,,,0.1282051282051282,2349.0,0.0,0.0,48.44910383224487,0.0,,,,4.0,,joint_fault_efficiency_loss.csv,,0.5,,,
loss_1pct,1.0,,,0.1324786324786324,2345.0,0.0,0.0,47.65104699134827,0.0,,,,4.0,,joint_fault_efficiency_loss.csv,,0.5,,,
loss_5pct,5.0,,,0.0878661087866108,2398.0,305.0,0.0305,47.219966411590576,6.459132082845678,,,,4.0,,joint_fault_efficiency_loss.csv,,0.5,,,
loss_15pct,15.0,,,0.1144067796610169,2363.0,0.0,0.0,66.54922556877136,0.0,,,,4.0,,joint_fault_efficiency_loss.csv,,0.5,,,
baseline,,,,0.080168776371308,2370.0,414.0,0.0414,47.93533515930176,8.636635138237144,,,,5.0,,joint_fault_efficiency_loss.csv,,0.5,,,
loss_1pct,1.0,,,0.0553191489361702,2357.0,812.0,0.0812,52.84632325172424,15.36530736740529,,,,5.0,,joint_fault_efficiency_loss.csv,,0.5,,,
loss_5pct,5.0,,,0.0791666666666666,2403.0,435.0,0.0435,81.8841061592102,5.312386254228799,,,,5.0,,joint_fault_efficiency_loss.csv,,0.5,,,
loss_15pct,15.0,,,0.1072961373390558,2338.0,34.0,0.0034,271.3395457267761,0.1253042563660665,,,,5.0,,joint_fault_efficiency_loss.csv,,0.5,,,
baseline,,,,0.0958333333333333,2403.0,191.0,0.0191,47.974470138549805,3.981284200709124,,,,6.0,,joint_fault_efficiency_loss.csv,,0.5,,,
loss_1pct,1.0,,,0.1223628691983122,2372.0,0.0,0.0,50.86680889129639,0.0,,,,6.0,,joint_fault_efficiency_loss.csv,,0.5,,,
loss_5pct,5.0,,,0.0995850622406639,2412.0,140.0,0.014,54.323307275772095,2.577162676957249,,,,6.0,,joint_fault_efficiency_loss.csv,,0.5,,,
loss_15pct,15.0,,,0.0928270042194092,2379.0,232.0,0.0232,83.95761942863464,2.7632989308040568,,,,6.0,,joint_fault_efficiency_loss.csv,,0.5,,,
baseline,,,,0.0997067448680351,3419.0,196.0,0.0196,48.46493649482727,4.0441608753767655,,,,1.0,,joint_fault_efficiency_loss.csv,,0.7,,,
loss_1pct,1.0,,,0.125,3365.0,0.0,0.0,49.10972142219544,0.0,,,,1.0,,joint_fault_efficiency_loss.csv,,0.7,,,
loss_5pct,5.0,,,0.1037463976945245,3471.0,120.0,0.012,71.48864245414734,1.6785883166961486,,,,1.0,,joint_fault_efficiency_loss.csv,,0.7,,,
loss_15pct,15.0,,,0.1051051051051051,3339.0,90.0,0.009,76.24923491477966,1.1803397122684438,,,,1.0,,joint_fault_efficiency_loss.csv,,0.7,,,
baseline,,,,0.1178247734138972,3318.0,0.0,0.0,49.12712931632996,0.0,,,,1.0,,joint_fault_efficiency_loss.csv,,0.7,,,
loss_1pct,1.0,,,0.0922619047619047,3364.0,339.0,0.0339,50.60861539840698,6.698464230473114,,,,1.0,,joint_fault_efficiency_loss.csv,,0.7,,,
loss_5pct,5.0,,,0.0892857142857142,3364.0,399.0,0.0399,56.79413986206055,7.025372705160709,,,,1.0,,joint_fault_efficiency_loss.csv,,0.7,,,
loss_15pct,15.0,,,0.0950920245398773,3262.0,274.0,0.0274,94.80459666252136,2.890155220799743,,,,1.0,,joint_fault_efficiency_loss.csv,,0.7,,,
baseline,,,,0.09009009009009,3339.0,380.0,0.038,49.27276730537415,7.712170855858418,,,,2.0,,joint_fault_efficiency_loss.csv,,0.7,,,
loss_1pct,1.0,,,0.1186943620178041,3372.0,0.0,0.0,49.81161975860596,0.0,,,,2.0,,joint_fault_efficiency_loss.csv,,0.7,,,
loss_5pct,5.0,,,0.1072463768115942,3450.0,52.0,0.0052,57.3676438331604,0.906434298595723,,,,2.0,,joint_fault_efficiency_loss.csv,,0.7,,,
loss_15pct,15.0,,,0.1141141141141141,3333.0,0.0,0.0,71.17010712623596,0.0,,,,2.0,,joint_fault_efficiency_loss.csv,,0.7,,,
baseline,,,,0.0776119402985074,3353.0,641.0,0.0641,47.63258910179138,13.45717316835698,,,,3.0,,joint_fault_efficiency_loss.csv,,0.7,,,
loss_1pct,1.0,,,0.0861538461538461,3257.0,448.0,0.0448,52.04678797721863,8.607639729777251,,,,3.0,,joint_fault_efficiency_loss.csv,,0.7,,,
loss_5pct,5.0,,,0.0808383233532934,3347.0,571.0,0.0571,53.05936241149902,10.761531500730074,,,,3.0,,joint_fault_efficiency_loss.csv,,0.7,,,
loss_15pct,15.0,,,0.1041666666666666,3367.0,108.0,0.0108,73.4109799861908,1.4711695719130256,,,,3.0,,joint_fault_efficiency_loss.csv,,0.7,,,
baseline,,,,0.0676470588235294,3408.0,876.0,0.0876,49.16536712646485,17.817420090583738,,,,4.0,,joint_fault_efficiency_loss.csv,,0.7,,,
loss_1pct,1.0,,,0.1006097560975609,3280.0,171.0,0.0171,49.13399600982666,3.4802787049073007,,,,4.0,,joint_fault_efficiency_loss.csv,,0.7,,,
loss_5pct,5.0,,,0.0988023952095808,3342.0,209.0,0.0209,68.07880568504333,3.069971599779644,,,,4.0,,joint_fault_efficiency_loss.csv,,0.7,,,
loss_15pct,15.0,,,0.1223241590214067,3271.0,0.0,0.0,90.37786769866943,0.0,,,,4.0,,joint_fault_efficiency_loss.csv,,0.7,,,
baseline,,,,0.0987654320987654,4050.0,254.0,0.0254,49.03673887252808,5.179789803320277,,,,1.0,,joint_fault_efficiency_loss.csv,,0.85,,,
loss_1pct,1.0,,,0.0929095354523227,4090.0,396.0,0.0396,52.068129777908325,7.605420084975214,,,,1.0,,joint_fault_efficiency_loss.csv,,0.85,,,
loss_5pct,5.0,,,0.1102941176470588,4088.0,0.0,0.0,61.06338858604431,0.0,,,,1.0,,joint_fault_efficiency_loss.csv,,0.85,,,
loss_15pct,15.0,,,0.0849514563106796,4125.0,598.0,0.0598,74.83653950691223,7.990748956861722,,,,1.0,,joint_fault_efficiency_loss.csv,,0.85,,,
baseline,,,,0.0884520884520884,4072.0,503.0,0.0503,49.05859446525574,10.25304547516612,,,,2.0,,joint_fault_efficiency_loss.csv,,0.85,,,
loss_1pct,1.0,,,0.1125,4009.0,0.0,0.0,50.5212676525116,0.0,,,,2.0,,joint_fault_efficiency_loss.csv,,0.85,,,
loss_5pct,5.0,,,0.1138613861386138,4040.0,0.0,0.0,54.58887434005737,0.0,,,,2.0,,joint_fault_efficiency_loss.csv,,0.85,,,
loss_15pct,15.0,,,0.1051344743276283,4098.0,110.0,0.011,107.6683554649353,1.0216558015119312,,,,2.0,,joint_fault_efficiency_loss.csv,,0.85,,,
baseline,,,,0.0915841584158415,4046.0,424.0,0.0424,48.103657722473145,8.81429853933779,,,,3.0,,joint_fault_efficiency_loss.csv,,0.85,,,
loss_1pct,1.0,,,0.1047381546134663,4018.0,116.0,0.0116,50.73487138748169,2.286395862011031,,,,3.0,,joint_fault_efficiency_loss.csv,,0.85,,,
loss_5pct,5.0,,,0.0968523002421307,4134.0,305.0,0.0305,48.40580868721008,6.3008966954948935,,,,3.0,,joint_fault_efficiency_loss.csv,,0.85,,,
loss_15pct,15.0,,,0.0820895522388059,4023.0,655.0,0.0655,89.67505621910095,7.304149309922415,,,,3.0,,joint_fault_efficiency_loss.csv,,0.85,,,
baseline,,,,0.0906862745098039,4081.0,449.0,0.0449,49.0196635723114,9.15958958669019,,,,4.0,,joint_fault_efficiency_loss.csv,,0.85,,,
loss_1pct,1.0,,,0.14,4006.0,0.0,0.0,49.88428711891174,0.0,,,,4.0,,joint_fault_efficiency_loss.csv,,0.85,,,
loss_5pct,5.0,,,0.0869565217391304,4148.0,550.0,0.055,49.98327970504761,11.003679695401376,,,,4.0,,joint_fault_efficiency_loss.csv,,0.85,,,
loss_15pct,15.0,,,0.1116625310173697,4035.0,0.0,0.0,125.27539992332458,0.0,,,,4.0,,joint_fault_efficiency_loss.csv,,0.85,,,
baseline,,,,0.1020833333333333,4802.0,211.0,0.0211,52.0856032371521,4.051023447674999,,,,1.0,,joint_fault_efficiency_loss.csv,,1.0,,,
loss_1pct,1.0,,,0.0847457627118644,4728.0,692.0,0.0692,49.2227828502655,14.058530621989558,,,,1.0,,joint_fault_efficiency_loss.csv,,1.0,,,
loss_5pct,5.0,,,0.1215932914046121,4778.0,0.0,0.0,58.00733828544617,0.0,,,,1.0,,joint_fault_efficiency_loss.csv,,1.0,,,
loss_15pct,15.0,,,0.0991735537190082,4841.0,293.0,0.0293,60.24135208129883,4.86376865520185,,,,1.0,,joint_fault_efficiency_loss.csv,,1.0,,,
baseline,,,,0.0946502057613168,4865.0,422.0,0.0422,49.230332374572754,8.571951064420624,,,,2.0,,joint_fault_efficiency_loss.csv,,1.0,,,
loss_1pct,1.0,,,0.1073684210526315,4755.0,69.0,0.0069,49.98101258277893,1.3805242517990544,,,,2.0,,joint_fault_efficiency_loss.csv,,1.0,,,
loss_5pct,5.0,,,0.086021505376344,4658.0,645.0,0.0645,59.19273090362549,10.896608251613788,,,,2.0,,joint_fault_efficiency_loss.csv,,1.0,,,
loss_15pct,15.0,,,0.0918580375782881,4797.0,495.0,0.0495,73.27205395698547,6.755645205341055,,,,2.0,,joint_fault_efficiency_loss.csv,,1.0,,,
baseline,,,,0.10351966873706,4837.0,173.0,0.0173,50.403674364089966,3.432289454739705,,,,3.0,,joint_fault_efficiency_loss.csv,,1.0,,,
loss_1pct,1.0,,,0.1156316916488222,4674.0,0.0,0.0,48.17438554763794,0.0,,,,3.0,,joint_fault_efficiency_loss.csv,,1.0,,,
loss_5pct,5.0,,,0.0815899581589958,4788.0,795.0,0.0795,54.03037023544312,14.713946925325562,,,,3.0,,joint_fault_efficiency_loss.csv,,1.0,,,
loss_15pct,15.0,,,0.1071428571428571,4760.0,75.0,0.0075,90.2209017276764,0.8312929550003911,,,,3.0,,joint_fault_efficiency_loss.csv,,1.0,,,
baseline,,,,0.1108247422680412,3888.0,0.0,0.0,50.382644176483154,0.0,0.8,,,1.0,,joint_fault_3way_results.csv,,,10.0,,
loss_1pct,1.0,,,0.0848806366047745,3773.0,549.0,0.0549,53.89963817596436,10.185597131611496,0.8,,,1.0,,joint_fault_3way_results.csv,,,10.0,,
loss_5pct,5.0,,,0.1105263157894736,3805.0,0.0,0.0,55.35413432121277,0.0,0.8,,,1.0,,joint_fault_3way_results.csv,,,10.0,,
loss_15pct,15.0,,,0.0753246753246753,3853.0,794.0,0.0794,91.89969825744627,8.639854265633186,0.8,,,1.0,,joint_fault_3way_results.csv,,,10.0,,
baseline,,,,0.1044386422976501,3832.0,117.0,0.0117,49.17708492279053,2.3791568813745965,0.8,,,2.0,,joint_fault_3way_results.csv,,,10.0,,
loss_1pct,1.0,,,0.1047120418848167,3821.0,111.0,0.0111,51.91222620010376,2.1382246173017743,0.8,,,2.0,,joint_fault_3way_results.csv,,,10.0,,
loss_5pct,5.0,,,0.0913838120104438,3832.0,406.0,0.0406,57.04375338554382,7.117343721335307,0.8,,,2.0,,joint_fault_3way_results.csv,,,10.0,,
loss_15pct,15.0,,,0.109090909090909,3850.0,19.0,0.0019,141.0850419998169,0.1346705485619422,0.8,,,2.0,,joint_fault_3way_results.csv,,,10.0,,
baseline,,,,0.0971128608923884,3816.0,276.0,0.0276,48.86834406852722,5.647827960222472,0.8,,,1.0,,joint_fault_3way_results.csv,,,1000.0,,
loss_1pct,1.0,,,0.0731070496083551,3838.0,847.0,0.0847,53.63340306282044,15.792397118786493,0.8,,,1.0,,joint_fault_3way_results.csv,,,1000.0,,
loss_5pct,5.0,,,0.125,3844.0,0.0,0.0,56.20677733421326,0.0,0.8,,,1.0,,joint_fault_3way_results.csv,,,1000.0,,
loss_15pct,15.0,,,0.1085271317829457,3871.0,31.0,0.0031,72.74960160255432,0.4261191720246005,0.8,,,1.0,,joint_fault_3way_results.csv,,,1000.0,,
baseline,,,,0.0869565217391304,3919.0,520.0,0.052,47.97586226463318,10.838783826994046,0.8,,,2.0,,joint_fault_3way_results.csv,,,1000.0,,
loss_1pct,1.0,,,0.0837696335078534,3829.0,583.0,0.0583,48.4213433265686,12.040145108492068,0.8,,,2.0,,joint_fault_3way_results.csv,,,1000.0,,
loss_5pct,5.0,,,0.0966057441253263,3833.0,288.0,0.0288,48.61259508132935,5.924390572405633,0.8,,,2.0,,joint_fault_3way_results.csv,,,1000.0,,
loss_15pct,15.0,,,0.1113989637305699,3867.0,0.0,0.0,124.82807350158691,0.0,0.8,,,2.0,,joint_fault_3way_results.csv,,,1000.0,,
baseline,,,,0.1058201058201058,3780.0,87.0,0.0087,49.75999116897583,1.7483925932495428,0.8,,,1.0,,joint_fault_3way_results.csv,,,100000.0,,
loss_1pct,1.0,,,0.123076923076923,3902.0,0.0,0.0,48.432424783706665,0.0,0.8,,,1.0,,joint_fault_3way_results.csv,,,100000.0,,
loss_5pct,5.0,,,0.0925925925925925,3789.0,374.0,0.0374,55.1125648021698,6.786111322209332,0.8,,,1.0,,joint_fault_3way_results.csv,,,100000.0,,
loss_15pct,15.0,,,0.1094147582697201,3931.0,13.0,0.0013,66.64805102348328,0.1950544659650959,0.8,,,1.0,,joint_fault_3way_results.csv,,,100000.0,,
baseline,,,,0.1072386058981233,3739.0,57.0,0.0057,49.90347194671631,1.1422050966886814,0.8,,,2.0,,joint_fault_3way_results.csv,,,100000.0,,
loss_1pct,1.0,,,0.1170483460559796,3931.0,0.0,0.0,50.21591401100159,0.0,0.8,,,2.0,,joint_fault_3way_results.csv,,,100000.0,,
loss_5pct,5.0,,,0.1210526315789473,3805.0,0.0,0.0,49.24592304229736,0.0,0.8,,,2.0,,joint_fault_3way_results.csv,,,100000.0,,
loss_15pct,15.0,,,0.1087533156498673,3774.0,26.0,0.0026,92.6106345653534,0.2807452958510109,0.8,,,2.0,,joint_fault_3way_results.csv,,,100000.0,,
baseline,,,,0.0291777188328912,3779.0,2107.0,0.2107,48.7907600402832,43.18440619208214,0.9,,,1.0,,joint_fault_3way_results.csv,,,10.0,,
loss_1pct,1.0,,,0.0544041450777202,3864.0,1357.0,0.1357,51.16606283187866,26.52148562727657,0.9,,,1.0,,joint_fault_3way_results.csv,,,10.0,,
loss_5pct,5.0,,,0.05,3800.0,1461.0,0.1461,65.90601992607117,22.167929449219496,0.9,,,1.0,,joint_fault_3way_results.csv,,,10.0,,
loss_15pct,15.0,,,0.0366492146596858,3825.0,1881.0,0.1881,80.78161811828613,23.285000273771534,0.9,,,1.0,,joint_fault_3way_results.csv,,,10.0,,
baseline,,,,0.0668449197860962,3741.0,982.0,0.0982,50.39548063278198,19.485874282171533,0.9,,,2.0,,joint_fault_3way_results.csv,,,10.0,,
loss_1pct,1.0,,,0.0398936170212766,3763.0,1749.0,0.1749,50.33746099472046,34.745495013811684,0.9,,,2.0,,joint_fault_3way_results.csv,,,10.0,,
loss_5pct,5.0,,,0.0422163588390501,3791.0,1689.0,0.1689,51.97601580619812,32.495757395059655,0.9,,,2.0,,joint_fault_3way_results.csv,,,10.0,,
loss_15pct,15.0,,,0.0578947368421052,3808.0,1240.0,0.124,310.8290116786957,3.989331604868948,0.9,,,2.0,,joint_fault_3way_results.csv,,,10.0,,
baseline,,,,0.0673575129533678,3866.0,1002.0,0.1002,47.96745657920837,20.889162600176714,0.9,,,1.0,,joint_fault_3way_results.csv,,,1000.0,,
loss_1pct,1.0,,,0.0463917525773195,3886.0,1603.0,0.1603,55.66844177246094,28.795488951390062,0.9,,,1.0,,joint_fault_3way_results.csv,,,1000.0,,
loss_5pct,5.0,,,0.0396825396825396,3782.0,1764.0,0.1764,52.49046754837036,33.60610187696386,0.9,,,1.0,,joint_fault_3way_results.csv,,,1000.0,,
loss_15pct,15.0,,,0.0469973890339425,3839.0,1565.0,0.1565,81.81361603736877,19.12884524362276,0.9,,,1.0,,joint_fault_3way_results.csv,,,1000.0,,
baseline,,,,0.0716180371352785,3776.0,870.0,0.087,48.864418268203735,17.804366261454348,0.9,,,2.0,,joint_fault_3way_results.csv,,,1000.0,,
loss_1pct,1.0,,,0.0474934036939313,3796.0,1533.0,0.1533,49.05820441246033,31.248595792687272,0.9,,,2.0,,joint_fault_3way_results.csv,,,1000.0,,
loss_5pct,5.0,,,0.0641711229946524,3742.0,1052.0,0.1052,50.32112669944763,20.905732224225968,0.9,,,2.0,,joint_fault_3way_results.csv,,,1000.0,,
loss_15pct,15.0,,,0.0621761658031088,3863.0,1140.0,0.114,77.80061197280884,14.652841039327914,0.9,,,2.0,,joint_fault_3way_results.csv,,,1000.0,,
baseline,,,,0.0520833333333333,3842.0,1416.0,0.1416,52.531272649765015,26.95537207789947,0.9,,,1.0,,joint_fault_3way_results.csv,,,100000.0,,
loss_1pct,1.0,,,0.0446194225721784,3818.0,1628.0,0.1628,49.21239876747131,33.0810942114873,0.9,,,1.0,,joint_fault_3way_results.csv,,,100000.0,,
loss_5pct,5.0,,,0.0442708333333333,3847.0,1651.0,0.1651,51.47580361366272,32.07332152385847,0.9,,,1.0,,joint_fault_3way_results.csv,,,100000.0,,
loss_15pct,15.0,,,0.0564102564102564,3903.0,1313.0,0.1313,69.02552843093872,19.02194781911275,0.9,,,1.0,,joint_fault_3way_results.csv,,,100000.0,,
baseline,,,,0.0471204188481675,3825.0,1555.0,0.1555,48.96026873588562,31.760446585544507,0.9,,,2.0,,joint_fault_3way_results.csv,,,100000.0,,
loss_1pct,1.0,,,0.0623376623376623,3858.0,1134.0,0.1134,48.35548734664917,23.45131984443915,0.9,,,2.0,,joint_fault_3way_results.csv,,,100000.0,,
loss_5pct,5.0,,,0.0449735449735449,3786.0,1604.0,0.1604,55.62001132965088,28.83854141081255,0.9,,,2.0,,joint_fault_3way_results.csv,,,100000.0,,
loss_15pct,15.0,,,0.0476190476190476,3785.0,1525.0,0.1525,78.2103009223938,19.49871029793404,0.9,,,2.0,,joint_fault_3way_results.csv,,,100000.0,,
baseline,,,,0.0,3806.0,3426.0,0.3426,48.31896042823792,70.9038433285047,1.0,,,1.0,,joint_fault_3way_results.csv,,,10.0,,
loss_1pct,1.0,,,0.0,3822.0,3440.0,0.344,49.02081775665283,70.17426794217732,1.0,,,1.0,,joint_fault_3way_results.csv,,,10.0,,
loss_5pct,5.0,,,0.0,3785.0,3407.0,0.3407,53.75956654548645,63.37476692854855,1.0,,,1.0,,joint_fault_3way_results.csv,,,10.0,,
loss_15pct,15.0,,,0.0,3817.0,3436.0,0.3436,81.23635268211365,42.29633515730855,1.0,,,1.0,,joint_fault_3way_results.csv,,,10.0,,
baseline,,,,0.0,3802.0,3422.0,0.3422,49.43458342552185,69.2227943046306,1.0,,,2.0,,joint_fault_3way_results.csv,,,10.0,,
loss_1pct,1.0,,,0.0,3907.0,3517.0,0.3517,54.00986576080322,65.11773266713811,1.0,,,2.0,,joint_fault_3way_results.csv,,,10.0,,
loss_5pct,5.0,,,0.0,3875.0,3488.0,0.3488,56.64111351966858,61.580710251905536,1.0,,,2.0,,joint_fault_3way_results.csv,,,10.0,,
loss_15pct,15.0,,,0.0,3805.0,3425.0,0.3425,201.991770029068,16.956136378759982,1.0,,,2.0,,joint_fault_3way_results.csv,,,10.0,,
baseline,,,,0.0,3813.0,3432.0,0.3432,49.27090644836426,69.65571058849352,1.0,,,1.0,,joint_fault_3way_results.csv,,,1000.0,,
loss_1pct,1.0,,,0.0,3799.0,3420.0,0.342,49.92384433746338,68.5043398677853,1.0,,,1.0,,joint_fault_3way_results.csv,,,1000.0,,
loss_5pct,5.0,,,0.0,3782.0,3404.0,0.3404,54.91724276542664,61.98417525329588,1.0,,,1.0,,joint_fault_3way_results.csv,,,1000.0,,
loss_15pct,15.0,,,0.0,3750.0,3375.0,0.3375,64.69555234909058,52.167419203546565,1.0,,,1.0,,joint_fault_3way_results.csv,,,1000.0,,
baseline,,,,0.0,3831.0,3448.0,0.3448,50.01528644561768,68.93892337793685,1.0,,,2.0,,joint_fault_3way_results.csv,,,1000.0,,
