actual_match,verified_ok,true_positive,false_negative,true_negative,false_positive,extraction_time,verification_time,faults_fired,key_label,toeplitz_prob,run
False,False,True,False,False,False,0.0018126964569091797,3.8623809814453125e-05,{'toeplitz_matrix': 1},key3,0.5,16
True,True,False,False,True,False,0.0018029212951660156,4.029273986816406e-05,{'toeplitz_matrix': 1},key3,0.5,17
True,True,False,False,True,False,0.0019664764404296875,3.886222839355469e-05,{},key3,0.5,18
True,True,False,False,True,False,0.001752614974975586,3.5762786865234375e-05,{'toeplitz_matrix': 1},key3,0.5,19
True,True,False,False,True,False,0.004435062408447266,5.078315734863281e-05,{},key4,0.05,0
True,True,False,False,True,False,0.003471851348876953,4.220008850097656e-05,{},key4,0.05,1
True,True,False,False,True,False,0.0036177635192871094,4.458427429199219e-05,{},key4,0.05,2
True,True,False,False,True,False,0.0035805702209472656,4.1484832763671875e-05,{},key4,0.05,3
True,True,False,False,True,False,0.003325223922729492,4.1484832763671875e-05,{},key4,0.05,4
True,True,False,False,True,False,0.0036225318908691406,4.2438507080078125e-05,{},key4,0.05,5
True,True,False,False,True,False,0.0033838748931884766,4.363059997558594e-05,{},key4,0.05,6
True,True,False,False,True,False,0.003945589065551758,6.580352783203125e-05,{},key4,0.05,7
True,True,False,False,True,False,0.003720521926879883,3.5762786865234375e-05,{},key4,0.05,8
True,True,False,False,True,False,0.0034606456756591797,4.2438507080078125e-05,{'toeplitz_matrix': 1},key4,0.05,9
True,True,False,False,True,False,0.0031325817108154297,4.076957702636719e-05,{},key4,0.05,10
True,True,False,False,True,False,0.003187894821166992,4.0531158447265625e-05,{},key4,0.05,11
True,True,False,False,True,False,0.0033817291259765625,3.886222839355469e-05,{},key4,0.05,12
True,True,False,False,True,False,0.00410151481628418,8.440017700195312e-05,{},key4,0.05,13
True,True,False,False,True,False,0.005679607391357422,5.030632019042969e-05,{},key4,0.05,14
True,True,False,False,True,False,0.00580596923828125,7.367134094238281e-05,{},key4,0.05,15
True,True,False,False,True,False,0.00618433952331543,7.367134094238281e-05,{},key4,0.05,16
True,True,False,False,True,False,0.006156444549560547,6.246566772460938e-05,{},key4,0.05,17
True,True,False,False,True,False,0.0075473785400390625,6.866455078125e-05,{},key4,0.05,18
True,True,False,False,True,False,0.006371736526489258,7.390975952148438e-05,{},key4,0.05,19
True,True,False,False,True,False,0.0051975250244140625,7.700920104980469e-05,{},key4,0.1,0
True,True,False,False,True,False,0.005855083465576172,5.078315734863281e-05,{},key4,0.1,1
True,True,False,False,True,False,0.0056056976318359375,8.821487426757812e-05,{},key4,0.1,2
True,True,False,False,True,False,0.004397869110107422,8.511543273925781e-05,{},key4,0.1,3
True,True,False,False,True,False,0.003386259078979492,4.267692565917969e-05,{},key4,0.1,4
True,True,False,False,True,False,0.0037994384765625,4.553794860839844e-05,{},key4,0.1,5
True,True,False,False,True,False,0.003654003143310547,4.267692565917969e-05,{},key4,0.1,6
True,True,False,False,True,False,0.003284454345703125,6.222724914550781e-05,{},key4,0.1,7
True,True,False,False,True,False,0.0034513473510742188,4.3392181396484375e-05,{},key4,0.1,8
True,True,False,False,True,False,0.003359079360961914,4.100799560546875e-05,{'toeplitz_matrix': 1},key4,0.1,9
False,False,True,False,False,False,0.0031976699829101562,4.0531158447265625e-05,{'toeplitz_matrix': 1},key4,0.1,10
True,True,False,False,True,False,0.0031023025512695312,4.1961669921875e-05,{},key4,0.1,11
True,True,False,False,True,False,0.0035512447357177734,4.935264587402344e-05,{},key4,0.1,12
True,True,False,False,True,False,0.0032453536987304688,3.743171691894531e-05,{},key4,0.1,13
True,True,False,False,True,False,0.003124237060546875,3.7670135498046875e-05,{},key4,0.1,14
True,True,False,False,True,False,0.003400564193725586,3.62396240234375e-05,{},key4,0.1,15
False,False,True,False,False,False,0.003398895263671875,3.8623809814453125e-05,{'toeplitz_matrix': 1},key4,0.1,16
True,True,False,False,True,False,0.003404855728149414,4.0531158447265625e-05,{},key4,0.1,17
True,True,False,False,True,False,0.003922462463378906,5.650520324707031e-05,{},key4,0.1,18
True,True,False,False,True,False,0.004647731781005859,3.814697265625e-05,{},key4,0.1,19
False,False,True,False,False,False,0.006845951080322266,6.413459777832031e-05,{'toeplitz_matrix': 1},key4,0.3,0
True,True,False,False,True,False,0.003715991973876953,9.369850158691406e-05,{},key4,0.3,1
False,False,True,False,False,False,0.0036869049072265625,8.368492126464844e-05,{'toeplitz_matrix': 1},key4,0.3,2
True,True,False,False,True,False,0.004044055938720703,8.58306884765625e-05,{},key4,0.3,3
True,True,False,False,True,False,0.0036771297454833984,4.267692565917969e-05,{},key4,0.3,4
True,True,False,False,True,False,0.0031175613403320312,3.409385681152344e-05,{},key4,0.3,5
True,True,False,False,True,False,0.0033795833587646484,3.9577484130859375e-05,{},key4,0.3,6
True,True,False,False,True,False,0.0036039352416992188,4.00543212890625e-05,{'toeplitz_matrix': 1},key4,0.3,7
True,True,False,False,True,False,0.003397703170776367,3.552436828613281e-05,{},key4,0.3,8
True,True,False,False,True,False,0.0031676292419433594,3.719329833984375e-05,{'toeplitz_matrix': 1},key4,0.3,9
True,True,False,False,True,False,0.003619670867919922,3.719329833984375e-05,{'toeplitz_matrix': 1},key4,0.3,10
True,True,False,False,True,False,0.0033822059631347656,3.981590270996094e-05,{'toeplitz_matrix': 1},key4,0.3,11
True,True,False,False,True,False,0.0035326480865478516,3.790855407714844e-05,{},key4,0.3,12
True,True,False,False,True,False,0.003300905227661133,3.8623809814453125e-05,{},key4,0.3,13
True,True,False,False,True,False,0.0031976699829101562,3.719329833984375e-05,{'toeplitz_matrix': 1},key4,0.3,14
False,False,True,False,False,False,0.0032355785369873047,3.695487976074219e-05,{'toeplitz_matrix': 1},key4,0.3,15
False,False,True,False,False,False,0.003214597702026367,3.743171691894531e-05,{'toeplitz_matrix': 1},key4,0.3,16
True,True,False,False,True,False,0.003279447555541992,8.273124694824219e-05,{},key4,0.3,17
True,True,False,False,True,False,0.0033538341522216797,3.314018249511719e-05,{},key4,0.3,18
True,True,False,False,True,False,0.0038504600524902344,3.600120544433594e-05,{'toeplitz_matrix': 1},key4,0.3,19
False,False,True,False,False,False,0.0036513805389404297,3.790855407714844e-05,{'toeplitz_matrix': 1},key4,0.5,0
True,True,False,False,True,False,0.0037031173706054688,3.886222839355469e-05,{},key4,0.5,1
False,False,True,False,False,False,0.003809213638305664,3.4809112548828125e-05,{'toeplitz_matrix': 1},key4,0.5,2
False,False,True,False,False,False,0.0031671524047851562,3.838539123535156e-05,{'toeplitz_matrix': 1},key4,0.5,3
True,True,False,False,True,False,0.0032279491424560547,3.6716461181640625e-05,{'toeplitz_matrix': 1},key4,0.5,4
False,False,True,False,False,False,0.005740642547607422,0.00010919570922851562,{'toeplitz_matrix': 1},key4,0.5,5
True,True,False,False,True,False,0.004313230514526367,4.267692565917969e-05,{},key4,0.5,6
True,True,False,False,True,False,0.003571748733520508,5.7697296142578125e-05,{'toeplitz_matrix': 1},key4,0.5,7
True,True,False,False,True,False,0.004357337951660156,5.817413330078125e-05,{},key4,0.5,8
True,True,False,False,True,False,0.003171205520629883,3.7670135498046875e-05,{'toeplitz_matrix': 1},key4,0.5,9
True,True,False,False,True,False,0.004964351654052734,5.626678466796875e-05,{'toeplitz_matrix': 1},key4,0.5,10
True,True,False,False,True,False,0.0035963058471679688,4.00543212890625e-05,{'toeplitz_matrix': 1},key4,0.5,11
True,True,False,False,True,False,0.003805398941040039,4.2438507080078125e-05,{},key4,0.5,12
True,True,False,False,True,False,0.0041730403900146484,4.744529724121094e-05,{},key4,0.5,13
True,True,False,False,True,False,0.003225088119506836,3.9577484130859375e-05,{'toeplitz_matrix': 2},key4,0.5,14
False,False,True,False,False,False,0.003366708755493164,3.814697265625e-05,{'toeplitz_matrix': 1},key4,0.5,15
True,True,False,False,True,False,0.0035839080810546875,3.7670135498046875e-05,{'toeplitz_matrix': 1},key4,0.5,16
True,True,False,False,True,False,0.0030956268310546875,3.743171691894531e-05,{'toeplitz_matrix': 1},key4,0.5,17
True,True,False,False,True,False,0.003046751022338867,3.6716461181640625e-05,{},key4,0.5,18
True,True,False,False,True,False,0.0034389495849609375,3.910064697265625e-05,{'toeplitz_matrix': 1},key4,0.5,19
True,True,False,False,True,False,0.002778768539428711,4.6253204345703125e-05,{},original,0.05,0
True,True,False,False,True,False,0.0025098323822021484,4.220008850097656e-05,{},original,0.05,1
True,True,False,False,True,False,0.002605438232421875,4.267692565917969e-05,{},original,0.05,2
True,True,False,False,True,False,0.0024247169494628906,4.124641418457031e-05,{},original,0.05,3
True,True,False,False,True,False,0.0025060176849365234,5.1975250244140625e-05,{},original,0.05,4
True,True,False,False,True,False,0.005311727523803711,0.00011491775512695312,{},original,0.05,5
True,True,False,False,True,False,0.0038383007049560547,5.91278076171875e-05,{},original,0.05,6
True,True,False,False,True,False,0.0038671493530273438,6.794929504394531e-05,{},original,0.05,7
True,True,False,False,True,False,0.005465984344482422,8.440017700195312e-05,{},original,0.05,8
False,False,True,False,False,False,0.004625082015991211,5.1021575927734375e-05,{'toeplitz_matrix': 1},original,0.05,9
True,True,False,False,True,False,0.003950357437133789,6.365776062011719e-05,{},original,0.05,10
True,True,False,False,True,False,0.0037789344787597656,6.270408630371094e-05,{},original,0.05,11
True,True,False,False,True,False,0.004141330718994141,6.437301635742188e-05,{},original,0.05,12
True,True,False,False,True,False,0.004128217697143555,6.365776062011719e-05,{},original,0.05,13
True,True,False,False,True,False,0.0036101341247558594,3.886222839355469e-05,{},original,0.05,14
True,True,False,False,True,False,0.00357818603515625,5.888938903808594e-05,{},original,0.05,15
True,True,False,False,True,False,0.002696990966796875,3.695487976074219e-05,{},original,0.05,16
True,True,False,False,True,False,0.0027277469635009766,5.745887756347656e-05,{},original,0.05,17
True,True,False,False,True,False,0.0022454261779785156,3.457069396972656e-05,{},original,0.05,18
True,True,False,False,True,False,0.00228118896484375,3.409385681152344e-05,{},original,0.05,19
True,True,False,False,True,False,0.002216815948486328,5.412101745605469e-05,{},original,0.1,0
True,True,False,False,True,False,0.0021734237670898438,3.170967102050781e-05,{},original,0.1,1
True,True,False,False,True,False,0.0025060176849365234,3.314018249511719e-05,{},original,0.1,2
True,True,False,False,True,False,0.0021643638610839844,3.218650817871094e-05,{},original,0.1,3
True,True,False,False,True,False,0.0023877620697021484,4.1484832763671875e-05,{},original,0.1,4
True,True,False,False,True,False,0.0025713443756103516,3.7670135498046875e-05,{},original,0.1,5
True,True,False,False,True,False,0.002859830856323242,4.9591064453125e-05,{},original,0.1,6
True,True,False,False,True,False,0.0027582645416259766,3.743171691894531e-05,{},original,0.1,7
True,True,False,False,True,False,0.0022368431091308594,3.719329833984375e-05,{},original,0.1,8
False,False,True,False,False,False,0.0022194385528564453,5.125999450683594e-05,{'toeplitz_matrix': 1},original,0.1,9
False,False,True,False,False,False,0.0022461414337158203,3.719329833984375e-05,{'toeplitz_matrix': 1},original,0.1,10
True,True,False,False,True,False,0.002880573272705078,4.00543212890625e-05,{},original,0.1,11
True,True,False,False,True,False,0.002345561981201172,3.838539123535156e-05,{},original,0.1,12
True,True,False,False,True,False,0.003811359405517578,7.653236389160156e-05,{},original,0.1,13
True,True,False,False,True,False,0.0044574737548828125,4.2438507080078125e-05,{},original,0.1,14
True,True,False,False,True,False,0.002565145492553711,4.1484832763671875e-05,{},original,0.1,15
True,True,False,False,True,False,0.002470731735229492,4.1484832763671875e-05,{'toeplitz_matrix': 1},original,0.1,16
True,True,False,False,True,False,0.003022909164428711,6.914138793945312e-05,{},original,0.1,17
True,True,False,False,True,False,0.002749919891357422,3.910064697265625e-05,{},original,0.1,18
True,True,False,False,True,False,0.0023643970489501953,3.910064697265625e-05,{},original,0.1,19
True,True,False,False,True,False,0.0025854110717773438,4.506111145019531e-05,{'toeplitz_matrix': 1},original,0.3,0
True,True,False,False,True,False,0.002435445785522461,4.458427429199219e-05,{},original,0.3,1
True,True,False,False,True,False,0.002328157424926758,3.910064697265625e-05,{'toeplitz_matrix': 1},original,0.3,2
True,True,False,False,True,False,0.0025844573974609375,3.886222839355469e-05,{},original,0.3,3
True,True,False,False,True,False,0.002349376678466797,3.933906555175781e-05,{},original,0.3,4
True,True,False,False,True,False,0.0025763511657714844,3.647804260253906e-05,{},original,0.3,5
True,True,False,False,True,False,0.002292633056640625,4.601478576660156e-05,{},original,0.3,6
False,False,True,False,False,False,0.002527952194213867,3.743171691894531e-05,{'toeplitz_matrix': 1},original,0.3,7
True,True,False,False,True,False,0.002367258071899414,3.6716461181640625e-05,{},original,0.3,8
False,False,True,False,False,False,0.002342700958251953,6.151199340820312e-05,{'toeplitz_matrix': 1},original,0.3,9
True,True,False,False,True,False,0.0026383399963378906,3.695487976074219e-05,{'toeplitz_matrix': 1},original,0.3,10
True,True,False,False,True,False,0.002360105514526367,4.839897155761719e-05,{'toeplitz_matrix': 1},original,0.3,11
True,True,False,False,True,False,0.002676248550415039,4.839897155761719e-05,{},original,0.3,12
True,True,False,False,True,False,0.0022652149200439453,3.5762786865234375e-05,{},original,0.3,13
False,False,True,False,False,False,0.0024423599243164062,3.6716461181640625e-05,{'toeplitz_matrix': 1},original,0.3,14
True,True,False,False,True,False,0.002532482147216797,4.6253204345703125e-05,{'toeplitz_matrix': 1},original,0.3,15
True,True,False,False,True,False,0.0024492740631103516,3.5762786865234375e-05,{'toeplitz_matrix': 1},original,0.3,16
True,True,False,False,True,False,0.0023615360260009766,4.601478576660156e-05,{},original,0.3,17
True,True,False,False,True,False,0.002356290817260742,3.5762786865234375e-05,{},original,0.3,18
False,False,True,False,False,False,0.0026674270629882812,4.744529724121094e-05,{'toeplitz_matrix': 1},original,0.3,19
True,True,False,False,True,False,0.0026361942291259766,3.7670135498046875e-05,{'toeplitz_matrix': 1},original,0.5,0
True,True,False,False,True,False,0.002498626708984375,3.695487976074219e-05,{},original,0.5,1
True,True,False,False,True,False,0.003526926040649414,3.814697265625e-05,{'toeplitz_matrix': 1},original,0.5,2
True,True,False,False,True,False,0.0022759437561035156,3.62396240234375e-05,{'toeplitz_matrix': 1},original,0.5,3
True,True,False,False,True,False,0.0022487640380859375,3.4809112548828125e-05,{'toeplitz_matrix': 1},original,0.5,4
False,False,True,False,False,False,0.0023441314697265625,3.4332275390625e-05,{'toeplitz_matrix': 1},original,0.5,5
True,True,False,False,True,False,0.0022058486938476562,9.179115295410156e-05,{},original,0.5,6
False,False,True,False,False,False,0.0046539306640625,5.8650970458984375e-05,{'toeplitz_matrix': 1},original,0.5,7
True,True,False,False,True,False,0.003238201141357422,3.814697265625e-05,{},original,0.5,8
False,False,True,False,False,False,0.002390623092651367,3.6716461181640625e-05,{'toeplitz_matrix': 1},original,0.5,9
True,True,False,False,True,False,0.0025365352630615234,3.743171691894531e-05,{'toeplitz_matrix': 1},original,0.5,10
True,True,False,False,True,False,0.0032112598419189453,3.7670135498046875e-05,{'toeplitz_matrix': 1},original,0.5,11
True,True,False,False,True,False,0.0023665428161621094,3.647804260253906e-05,{},original,0.5,12
True,True,False,False,True,False,0.0023593902587890625,3.4809112548828125e-05,{},original,0.5,13
False,False,True,False,False,False,0.003091096878051758,3.552436828613281e-05,{'toeplitz_matrix': 2},original,0.5,14
True,True,False,False,True,False,0.0024971961975097656,3.790855407714844e-05,{'toeplitz_matrix': 1},original,0.5,15
True,True,False,False,True,False,0.0024518966674804688,3.7670135498046875e-05,{'toeplitz_matrix': 1},original,0.5,16
False,False,True,False,False,False,0.0037336349487304688,3.886222839355469e-05,{'toeplitz_matrix': 1},original,0.5,17
True,True,False,False,True,False,0.0030167102813720703,3.981590270996094e-05,{},original,0.5,18
False,False,True,False,False,False,0.0022728443145751953,4.029273986816406e-05,{'toeplitz_matrix': 1},original,0.5,19
