toeplitz_prob,hash_prob,reconciliation_prob,seed,output_path,total_corrections,secure_key_length,remaining_errors_after_reconciliation,non_convergent,error,elapsed_seconds,faults_fired,run,bob_output_path,fault_type,prob
0.0,0.0,0.003,61,results/bob_recon_run_tp0.0_hp0.0_rp0.003_seed61_20260822_050322_276204.json,44,1900,0,False,,53.16142964363098,{},19,results/bob_recon_run_tp0.0_hp0.0_rp0.003_seed61_20260822_050322_276204.json,reconciliation,0.003
0.0,0.0,0.001,42,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed42_20260822_050416_571118.json,44,1900,0,False,,52.689340353012085,{},0,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed42_20260822_050416_571118.json,reconciliation,0.001
0.0,0.0,0.001,43,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed43_20260822_050510_445771.json,44,1900,0,False,,55.74957299232483,{},1,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed43_20260822_050510_445771.json,reconciliation,0.001
0.0,0.0,0.001,44,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed44_20260822_050607_337630.json,44,1900,0,False,,49.984248876571655,{},2,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed44_20260822_050607_337630.json,reconciliation,0.001
0.0,0.0,0.001,45,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed45_20260822_050658_458605.json,44,1900,0,False,,52.52544975280762,{},3,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed45_20260822_050658_458605.json,reconciliation,0.001
0.0,0.0,0.001,46,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed46_20260822_050752_128189.json,44,1900,0,False,,52.86058950424194,{},4,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed46_20260822_050752_128189.json,reconciliation,0.001
0.0,0.0,0.001,47,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed47_20260822_050846_138505.json,44,1900,0,False,,53.25234651565552,{},5,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed47_20260822_050846_138505.json,reconciliation,0.001
0.0,0.0,0.001,48,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed48_20260822_050940_532225.json,44,1900,0,False,,52.84050440788269,{},6,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed48_20260822_050940_532225.json,reconciliation,0.001
0.0,0.0,0.001,49,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed49_20260822_051034_510889.json,44,1900,0,False,,53.8606379032135,{},7,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed49_20260822_051034_510889.json,reconciliation,0.001
0.0,0.0,0.001,50,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed50_20260822_051129_542273.json,44,1900,0,False,,53.12600255012512,{},8,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed50_20260822_051129_542273.json,reconciliation,0.001
0.0,0.0,0.001,51,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed51_20260822_051223_832079.json,44,1900,0,False,,51.624290466308594,{},9,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed51_20260822_051223_832079.json,reconciliation,0.001
0.0,0.0,0.001,52,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed52_20260822_051316_628727.json,44,1900,0,False,,53.33385252952576,{},10,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed52_20260822_051316_628727.json,reconciliation,0.001
0.0,0.0,0.001,53,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed53_20260822_051411_124041.json,44,1900,0,False,,53.17122435569763,{},11,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed53_20260822_051411_124041.json,reconciliation,0.001
0.0,0.0,0.001,54,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed54_20260822_051505_508532.json,44,1900,0,False,,54.713871717453,{},12,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed54_20260822_051505_508532.json,reconciliation,0.001
0.0,0.0,0.001,55,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed55_20260822_051601_365908.json,44,1900,0,False,,53.917898178100586,{},13,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed55_20260822_051601_365908.json,reconciliation,0.001
0.0,0.0,0.001,56,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed56_20260822_051656_415035.json,44,1900,0,False,,54.560826778411865,{},14,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed56_20260822_051656_415035.json,reconciliation,0.001
0.0,0.0,0.001,57,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed57_20260822_051752_110634.json,44,1900,0,False,,51.982234716415405,{},15,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed57_20260822_051752_110634.json,reconciliation,0.001
0.0,0.0,0.001,58,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed58_20260822_051845_230394.json,44,1900,0,False,,55.58988046646118,{},16,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed58_20260822_051845_230394.json,reconciliation,0.001
0.0,0.0,0.001,59,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed59_20260822_051941_957443.json,44,1900,0,False,,53.12230682373047,{},17,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed59_20260822_051941_957443.json,reconciliation,0.001
0.0,0.0,0.001,60,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed60_20260822_052036_219488.json,44,1900,0,False,,53.34222149848938,{},18,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed60_20260822_052036_219488.json,reconciliation,0.001
0.0,0.0,0.001,61,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed61_20260822_052130_701503.json,44,1900,0,False,,53.93619751930237,{},19,results/bob_recon_run_tp0.0_hp0.0_rp0.001_seed61_20260822_052130_701503.json,reconciliation,0.001
