toeplitz_prob,final_key_prob,reconciliation_prob,verify_digest_prob,seed,output_path,k_pe,total_corrections,secure_key_length,t_verify,digest_length,verification_passed,remaining_errors_after_reconciliation,non_convergent,error,elapsed_seconds,faults_fired,keys_match,alice_measurement_error,run,bob_output_path,alice_output_path,fault_type,prob,key_index,qber
0.0,0.01,0.0,0.0,43,results/bob_realchannel_run_tp0.0_fk0.01_rp0.0_vd0.0_seed43_20260824_052154_007742.json,378,38,1659,68,34,True,0,False,,2.801405668258667,{},True,,1,results/bob_realchannel_run_tp0.0_fk0.01_rp0.0_vd0.0_seed43_20260824_052154_007742.json,results/alice_realchannel_run_seed43_20260824_052153_966675.json,final_key,0.01,3,0.018518518518518517
0.0,0.01,0.0,0.0,44,results/bob_realchannel_run_tp0.0_fk0.01_rp0.0_vd0.0_seed44_20260824_052158_374857.json,378,38,1659,68,34,True,0,False,,3.062528371810913,{},True,,2,results/bob_realchannel_run_tp0.0_fk0.01_rp0.0_vd0.0_seed44_20260824_052158_374857.json,results/alice_realchannel_run_seed44_20260824_052158_353494.json,final_key,0.01,3,0.018518518518518517
0.5,0.0,0.0,0.0,42,results/bob_realchannel_run_tp0.5_fk0.0_rp0.0_vd0.0_seed42_20260824_052204_389947.json,384,39,1690,68,34,True,0,False,,3.8086934089660645,{'toeplitz_matrix': 1},False,,0,results/bob_realchannel_run_tp0.5_fk0.0_rp0.0_vd0.0_seed42_20260824_052204_389947.json,results/alice_realchannel_run_seed42_20260824_052204_296452.json,toeplitz,0.5,4,0.010416666666666666
0.5,0.0,0.0,0.0,43,results/bob_realchannel_run_tp0.5_fk0.0_rp0.0_vd0.0_seed43_20260824_052209_878831.json,384,39,1690,68,34,True,0,False,,2.544401168823242,{'toeplitz_matrix': 1},False,,1,results/bob_realchannel_run_tp0.5_fk0.0_rp0.0_vd0.0_seed43_20260824_052209_878831.json,results/alice_realchannel_run_seed43_20260824_052210_005896.json,toeplitz,0.5,4,0.010416666666666666
0.5,0.0,0.0,0.0,44,results/bob_realchannel_run_tp0.5_fk0.0_rp0.0_vd0.0_seed44_20260824_052214_133731.json,384,39,1690,68,34,True,0,False,,4.343068599700928,{},True,,2,results/bob_realchannel_run_tp0.5_fk0.0_rp0.0_vd0.0_seed44_20260824_052214_133731.json,results/alice_realchannel_run_seed44_20260824_052214_066135.json,toeplitz,0.5,4,0.010416666666666666
0.0,0.5,0.0,0.0,42,results/bob_realchannel_run_tp0.0_fk0.5_rp0.0_vd0.0_seed42_20260824_052220_106441.json,384,39,1690,68,34,True,0,False,,4.53055739402771,{},True,,0,results/bob_realchannel_run_tp0.0_fk0.5_rp0.0_vd0.0_seed42_20260824_052220_106441.json,results/alice_realchannel_run_seed42_20260824_052220_083535.json,final_key,0.5,4,0.010416666666666666
0.0,0.5,0.0,0.0,43,results/bob_realchannel_run_tp0.0_fk0.5_rp0.0_vd0.0_seed43_20260824_052226_315486.json,384,39,1690,68,34,True,0,False,,4.406671524047852,{'final_key': 1},False,,1,results/bob_realchannel_run_tp0.0_fk0.5_rp0.0_vd0.0_seed43_20260824_052226_315486.json,results/alice_realchannel_run_seed43_20260824_052226_295432.json,final_key,0.5,4,0.010416666666666666
0.0,0.5,0.0,0.0,44,results/bob_realchannel_run_tp0.0_fk0.5_rp0.0_vd0.0_seed44_20260824_052232_357797.json,384,39,1690,68,34,True,0,False,,4.407458066940308,{'final_key': 1},False,,2,results/bob_realchannel_run_tp0.0_fk0.5_rp0.0_vd0.0_seed44_20260824_052232_357797.json,results/alice_realchannel_run_seed44_20260824_052232_350683.json,final_key,0.5,4,0.010416666666666666
0.3,0.0,0.0,0.0,42,results/bob_realchannel_run_tp0.3_fk0.0_rp0.0_vd0.0_seed42_20260824_052238_353702.json,384,39,1690,68,34,True,0,False,,4.543063402175903,{'toeplitz_matrix': 1},False,,0,results/bob_realchannel_run_tp0.3_fk0.0_rp0.0_vd0.0_seed42_20260824_052238_353702.json,results/alice_realchannel_run_seed42_20260824_052238_347937.json,toeplitz,0.3,4,0.010416666666666666
0.3,0.0,0.0,0.0,43,results/bob_realchannel_run_tp0.3_fk0.0_rp0.0_vd0.0_seed43_20260824_052244_525607.json,384,39,1690,68,34,True,0,False,,4.383108854293823,{'toeplitz_matrix': 1},False,,1,results/bob_realchannel_run_tp0.3_fk0.0_rp0.0_vd0.0_seed43_20260824_052244_525607.json,results/alice_realchannel_run_seed43_20260824_052244_488705.json,toeplitz,0.3,4,0.010416666666666666
0.3,0.0,0.0,0.0,44,results/bob_realchannel_run_tp0.3_fk0.0_rp0.0_vd0.0_seed44_20260824_052250_469832.json,384,39,1690,68,34,True,0,False,,4.367068767547607,{},True,,2,results/bob_realchannel_run_tp0.3_fk0.0_rp0.0_vd0.0_seed44_20260824_052250_469832.json,results/alice_realchannel_run_seed44_20260824_052250_422091.json,toeplitz,0.3,4,0.010416666666666666
0.0,0.3,0.0,0.0,42,results/bob_realchannel_run_tp0.0_fk0.3_rp0.0_vd0.0_seed42_20260824_052256_395355.json,384,39,1690,68,34,True,0,False,,4.513310194015503,{},True,,0,results/bob_realchannel_run_tp0.0_fk0.3_rp0.0_vd0.0_seed42_20260824_052256_395355.json,results/alice_realchannel_run_seed42_20260824_052256_358740.json,final_key,0.3,4,0.010416666666666666
0.0,0.3,0.0,0.0,43,results/bob_realchannel_run_tp0.0_fk0.3_rp0.0_vd0.0_seed43_20260824_052302_467586.json,384,39,1690,68,34,True,0,False,,4.425251483917236,{'final_key': 1},False,,1,results/bob_realchannel_run_tp0.0_fk0.3_rp0.0_vd0.0_seed43_20260824_052302_467586.json,results/alice_realchannel_run_seed43_20260824_052302_444425.json,final_key,0.3,4,0.010416666666666666
0.0,0.3,0.0,0.0,44,results/bob_realchannel_run_tp0.0_fk0.3_rp0.0_vd0.0_seed44_20260824_052308_502615.json,384,39,1690,68,34,True,0,False,,2.4142987728118896,{},True,,2,results/bob_realchannel_run_tp0.0_fk0.3_rp0.0_vd0.0_seed44_20260824_052308_502615.json,results/alice_realchannel_run_seed44_20260824_052308_519997.json,final_key,0.3,4,0.010416666666666666
0.1,0.0,0.0,0.0,42,results/bob_realchannel_run_tp0.1_fk0.0_rp0.0_vd0.0_seed42_20260824_052312_575773.json,384,39,1690,68,34,True,0,False,,4.541017293930054,{},True,,0,results/bob_realchannel_run_tp0.1_fk0.0_rp0.0_vd0.0_seed42_20260824_052312_575773.json,results/alice_realchannel_run_seed42_20260824_052312_564279.json,toeplitz,0.1,4,0.010416666666666666
0.1,0.0,0.0,0.0,43,results/bob_realchannel_run_tp0.1_fk0.0_rp0.0_vd0.0_seed43_20260824_052318_749194.json,384,39,1690,68,34,True,0,False,,4.380113363265991,{},True,,1,results/bob_realchannel_run_tp0.1_fk0.0_rp0.0_vd0.0_seed43_20260824_052318_749194.json,results/alice_realchannel_run_seed43_20260824_052318_698097.json,toeplitz,0.1,4,0.010416666666666666
0.1,0.0,0.0,0.0,44,results/bob_realchannel_run_tp0.1_fk0.0_rp0.0_vd0.0_seed44_20260824_052324_914652.json,384,39,1690,68,34,True,0,False,,4.206822872161865,{},True,,2,results/bob_realchannel_run_tp0.1_fk0.0_rp0.0_vd0.0_seed44_20260824_052324_914652.json,results/alice_realchannel_run_seed44_20260824_052324_707750.json,toeplitz,0.1,4,0.010416666666666666
0.0,0.1,0.0,0.0,42,results/bob_realchannel_run_tp0.0_fk0.1_rp0.0_vd0.0_seed42_20260824_052330_800462.json,384,39,1690,68,34,True,0,False,,4.488598585128784,{},True,,0,results/bob_realchannel_run_tp0.0_fk0.1_rp0.0_vd0.0_seed42_20260824_052330_800462.json,results/alice_realchannel_run_seed42_20260824_052330_739864.json,final_key,0.1,4,0.010416666666666666
0.0,0.1,0.0,0.0,43,results/bob_realchannel_run_tp0.0_fk0.1_rp0.0_vd0.0_seed43_20260824_052336_923326.json,384,39,1690,68,34,True,0,False,,4.3692591190338135,{},True,,1,results/bob_realchannel_run_tp0.0_fk0.1_rp0.0_vd0.0_seed43_20260824_052336_923326.json,results/alice_realchannel_run_seed43_20260824_052336_862055.json,final_key,0.1,4,0.010416666666666666
0.0,0.1,0.0,0.0,44,results/bob_realchannel_run_tp0.0_fk0.1_rp0.0_vd0.0_seed44_20260824_052342_857231.json,384,39,1690,68,34,True,0,False,,4.403555631637573,{},True,,2,results/bob_realchannel_run_tp0.0_fk0.1_rp0.0_vd0.0_seed44_20260824_052342_857231.json,results/alice_realchannel_run_seed44_20260824_052342_848262.json,final_key,0.1,4,0.010416666666666666
0.05,0.0,0.0,0.0,42,results/bob_realchannel_run_tp0.05_fk0.0_rp0.0_vd0.0_seed42_20260824_052348_893306.json,384,39,1690,68,34,True,0,False,,4.495720624923706,{},True,,0,results/bob_realchannel_run_tp0.05_fk0.0_rp0.0_vd0.0_seed42_20260824_052348_893306.json,results/alice_realchannel_run_seed42_20260824_052348_838792.json,toeplitz,0.05,4,0.010416666666666666
0.05,0.0,0.0,0.0,43,results/bob_realchannel_run_tp0.05_fk0.0_rp0.0_vd0.0_seed43_20260824_052354_964516.json,384,39,1690,68,34,True,0,False,,4.396812915802002,{},True,,1,results/bob_realchannel_run_tp0.05_fk0.0_rp0.0_vd0.0_seed43_20260824_052354_964516.json,results/alice_realchannel_run_seed43_20260824_052354_938673.json,toeplitz,0.05,4,0.010416666666666666
0.05,0.0,0.0,0.0,44,results/bob_realchannel_run_tp0.05_fk0.0_rp0.0_vd0.0_seed44_20260824_052401_179176.json,384,39,1690,68,34,True,0,False,,2.3475749492645264,{},True,,2,results/bob_realchannel_run_tp0.05_fk0.0_rp0.0_vd0.0_seed44_20260824_052401_179176.json,results/alice_realchannel_run_seed44_20260824_052400_972571.json,toeplitz,0.05,4,0.010416666666666666
0.0,0.05,0.0,0.0,42,results/bob_realchannel_run_tp0.0_fk0.05_rp0.0_vd0.0_seed42_20260824_052405_203688.json,384,39,1690,68,34,True,0,False,,4.4613306522369385,{},True,,0,results/bob_realchannel_run_tp0.0_fk0.05_rp0.0_vd0.0_seed42_20260824_052405_203688.json,results/alice_realchannel_run_seed42_20260824_052405_116139.json,final_key,0.05,4,0.010416666666666666
0.0,0.05,0.0,0.0,43,results/bob_realchannel_run_tp0.0_fk0.05_rp0.0_vd0.0_seed43_20260824_052411_242734.json,384,39,1690,68,34,True,0,False,,4.362431526184082,{},True,,1,results/bob_realchannel_run_tp0.0_fk0.05_rp0.0_vd0.0_seed43_20260824_052411_242734.json,results/alice_realchannel_run_seed43_20260824_052411_179507.json,final_key,0.05,4,0.010416666666666666
0.0,0.05,0.0,0.0,44,results/bob_realchannel_run_tp0.0_fk0.05_rp0.0_vd0.0_seed44_20260824_052417_240297.json,384,39,1690,68,34,True,0,False,,4.284393072128296,{},True,,2,results/bob_realchannel_run_tp0.0_fk0.05_rp0.0_vd0.0_seed44_20260824_052417_240297.json,results/alice_realchannel_run_seed44_20260824_052417_112427.json,final_key,0.05,4,0.010416666666666666
0.01,0.0,0.0,0.0,42,results/bob_realchannel_run_tp0.01_fk0.0_rp0.0_vd0.0_seed42_20260824_052423_126355.json,384,39,1690,68,34,True,0,False,,4.526676654815674,{},True,,0,results/bob_realchannel_run_tp0.01_fk0.0_rp0.0_vd0.0_seed42_20260824_052423_126355.json,results/alice_realchannel_run_seed42_20260824_052423_105210.json,toeplitz,0.01,4,0.010416666666666666
0.01,0.0,0.0,0.0,43,results/bob_realchannel_run_tp0.01_fk0.0_rp0.0_vd0.0_seed43_20260824_052429_321413.json,384,39,1690,68,34,True,0,False,,4.355419158935547,{},True,,1,results/bob_realchannel_run_tp0.01_fk0.0_rp0.0_vd0.0_seed43_20260824_052429_321413.json,results/alice_realchannel_run_seed43_20260824_052429_243924.json,toeplitz,0.01,4,0.010416666666666666
0.01,0.0,0.0,0.0,44,results/bob_realchannel_run_tp0.01_fk0.0_rp0.0_vd0.0_seed44_20260824_052435_245446.json,384,39,1690,68,34,True,0,False,,4.407564878463745,{},True,,2,results/bob_realchannel_run_tp0.01_fk0.0_rp0.0_vd0.0_seed44_20260824_052435_245446.json,results/alice_realchannel_run_seed44_20260824_052435_240895.json,toeplitz,0.01,4,0.010416666666666666
0.0,0.01,0.0,0.0,42,results/bob_realchannel_run_tp0.0_fk0.01_rp0.0_vd0.0_seed42_20260824_052441_268938.json,384,39,1690,68,34,True,0,False,,4.5483949184417725,{},True,,0,results/bob_realchannel_run_tp0.0_fk0.01_rp0.0_vd0.0_seed42_20260824_052441_268938.json,results/alice_realchannel_run_seed42_20260824_052441_264349.json,final_key,0.01,4,0.010416666666666666
0.0,0.01,0.0,0.0,43,results/bob_realchannel_run_tp0.0_fk0.01_rp0.0_vd0.0_seed43_20260824_052447_439658.json,384,39,1690,68,34,True,0,False,,4.397568702697754,{},True,,1,results/bob_realchannel_run_tp0.0_fk0.01_rp0.0_vd0.0_seed43_20260824_052447_439658.json,results/alice_realchannel_run_seed43_20260824_052447_406398.json,final_key,0.01,4,0.010416666666666666
0.0,0.01,0.0,0.0,44,results/bob_realchannel_run_tp0.0_fk0.01_rp0.0_vd0.0_seed44_20260824_052453_429832.json,384,39,1690,68,34,True,0,False,,4.403354167938232,{},True,,2,results/bob_realchannel_run_tp0.0_fk0.01_rp0.0_vd0.0_seed44_20260824_052453_429832.json,results/alice_realchannel_run_seed44_20260824_052453_418368.json,final_key,0.01,4,0.010416666666666666
