toeplitz_prob,final_key_prob,reconciliation_prob,verify_digest_prob,seed,output_path,k_pe,total_corrections,secure_key_length,t_verify,digest_length,verification_passed,remaining_errors_after_reconciliation,non_convergent,error,elapsed_seconds,faults_fired,length_mode,keys_match,alice_error,run,bob_output_path,fault_type,prob,key_index,qber
0.0,0.0,0.3,0.0,42,results/bob_recon_run_tp0.0_fk0.0_rp0.3_vd0.0_seed42_20260826_211417_831455.json,390,33,1714,34,34,False,12,False,,2.576618194580078,{'reconciliation_state': 12},placeholder,,,0,results/bob_recon_run_tp0.0_fk0.0_rp0.3_vd0.0_seed42_20260826_211417_831455.json,reconciliation,0.3,0,0.0128205128205128
0.0,0.0,0.3,0.0,43,results/bob_recon_run_tp0.0_fk0.0_rp0.3_vd0.0_seed43_20260826_211421_998382.json,390,33,1714,34,34,False,8,False,,4.425332069396973,{'reconciliation_state': 8},placeholder,,,1,results/bob_recon_run_tp0.0_fk0.0_rp0.3_vd0.0_seed43_20260826_211421_998382.json,reconciliation,0.3,0,0.0128205128205128
0.0,0.0,0.3,0.0,44,results/bob_recon_run_tp0.0_fk0.0_rp0.3_vd0.0_seed44_20260826_211427_979613.json,390,33,1714,34,34,False,10,False,,4.713413238525391,{'reconciliation_state': 10},placeholder,,,2,results/bob_recon_run_tp0.0_fk0.0_rp0.3_vd0.0_seed44_20260826_211427_979613.json,reconciliation,0.3,0,0.0128205128205128
