toeplitz_prob,final_key_prob,reconciliation_prob,verify_digest_prob,seed,output_path,k_pe,total_corrections,secure_key_length,t_verify,digest_length,verification_passed,remaining_errors_after_reconciliation,non_convergent,error,elapsed_seconds,faults_fired,keys_match,alice_error,run,bob_output_path,fault_type,prob
0.0,0.0,0.001,0.0,45,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed45_20260824_041240_487464.json,388,41,1706,68,34,True,0,False,,4.677346706390381,{},,,3,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed45_20260824_041240_487464.json,reconciliation,0.001
0.0,0.0,0.001,0.0,46,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed46_20260824_041246_624722.json,388,41,1706,68,34,True,0,False,,4.3525097370147705,{},,,4,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed46_20260824_041246_624722.json,reconciliation,0.001
0.0,0.0,0.001,0.0,47,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed47_20260824_041252_414597.json,388,41,1706,68,34,True,0,False,,4.714278697967529,{},,,5,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed47_20260824_041252_414597.json,reconciliation,0.001
0.0,0.0,0.001,0.0,48,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed48_20260824_041258_581984.json,388,41,1706,68,34,True,0,False,,4.307225227355957,{},,,6,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed48_20260824_041258_581984.json,reconciliation,0.001
0.0,0.0,0.001,0.0,49,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed49_20260824_041304_333090.json,388,41,1706,68,34,True,0,False,,3.567756175994873,{},,,7,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed49_20260824_041304_333090.json,reconciliation,0.001
0.0,0.0,0.001,0.0,50,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed50_20260824_041309_285754.json,388,41,1706,68,34,True,0,False,,4.454887390136719,{},,,8,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed50_20260824_041309_285754.json,reconciliation,0.001
0.0,0.0,0.001,0.0,51,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed51_20260824_041315_143562.json,388,41,1706,68,34,True,0,False,,4.421409606933594,{},,,9,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed51_20260824_041315_143562.json,reconciliation,0.001
0.0,0.0,0.001,0.0,52,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed52_20260824_041320_969676.json,388,41,1706,68,34,True,0,False,,4.499316692352295,{},,,10,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed52_20260824_041320_969676.json,reconciliation,0.001
0.0,0.0,0.001,0.0,53,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed53_20260824_041326_940019.json,388,41,1706,68,34,True,0,False,,4.489018201828003,{},,,11,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed53_20260824_041326_940019.json,reconciliation,0.001
0.0,0.0,0.001,0.0,54,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed54_20260824_041332_801820.json,388,41,1706,68,34,True,0,False,,4.6358208656311035,{},,,12,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed54_20260824_041332_801820.json,reconciliation,0.001
0.0,0.0,0.001,0.0,55,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed55_20260824_041338_897876.json,388,41,1706,68,34,True,0,False,,4.371024131774902,{},,,13,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed55_20260824_041338_897876.json,reconciliation,0.001
0.0,0.0,0.001,0.0,56,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed56_20260824_041344_690589.json,388,41,1706,68,34,True,0,False,,3.170213460922241,{},,,14,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed56_20260824_041344_690589.json,reconciliation,0.001
0.0,0.0,0.001,0.0,57,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed57_20260824_041349_343661.json,388,41,1706,68,34,True,0,False,,4.63697361946106,{},,,15,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed57_20260824_041349_343661.json,reconciliation,0.001
0.0,0.0,0.001,0.0,58,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed58_20260824_041355_381122.json,388,41,1706,68,34,True,0,False,,4.5317223072052,{},,,16,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed58_20260824_041355_381122.json,reconciliation,0.001
0.0,0.0,0.001,0.0,59,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed59_20260824_041401_317476.json,388,41,1706,68,34,True,0,False,,4.7873711585998535,{},,,17,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed59_20260824_041401_317476.json,reconciliation,0.001
0.0,0.0,0.001,0.0,60,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed60_20260824_041407_486889.json,388,41,1706,68,34,True,0,False,,4.646437406539917,{},,,18,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed60_20260824_041407_486889.json,reconciliation,0.001
0.0,0.0,0.001,0.0,61,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed61_20260824_041413_630034.json,388,41,1706,68,34,True,0,False,,4.514912843704224,{},,,19,results/bob_recon_run_tp0.0_fk0.0_rp0.001_vd0.0_seed61_20260824_041413_630034.json,reconciliation,0.001
