key_index,n_bits,k_pe,qber,cascade_leakage_r,verification_hash_t,nu,ell_asymptotic,ell_placeholder,ell_finite_key,reduction_vs_asymptotic_pct
0,3448,384,0.0130208333333333,429.2339570303834,11.751544059089099,0.2629183111652941,2756,1686,5,99.81857764876632
1,3443,383,0.0078328981723237,286.50711390400386,11.749450465569916,0.2632335567769926,2988,1683,171,94.27710843373494
2,3408,379,0.0184696569920844,556.8699079422677,11.734709620225837,0.26465721532321856,2503,1666,1,99.96004794246903
3,3395,378,0.0185185185185185,556.0695487131068,11.729195859132094,0.2650263161828907,2491,1659,1,99.95985547972703
4,3456,384,0.0104166666666666,360.8244558509949,11.754887502163468,0.26287979371631714,2878,1690,87,96.97706740792216
