toeplitz_prob,final_key_prob,reconciliation_prob,verify_digest_prob,qber_after_reconciliation,secure_key_length,t_verify,verification_passed,keys_match,n_mismatched_bits,elapsed_seconds,faults_fired,non_convergent,error,condition,run
0.0,0.0,0.01,0.0,0.00028669724770642203,1706,0,,False,865,0.027175188064575195,{'reconciliation_state': 1},False,,reconciliation_real_0.01,8
0.0,0.0,0.01,0.0,0.0,1706,0,,True,0,0.026834964752197266,{},False,,reconciliation_real_0.01,9
0.0,0.0,0.003,0.0,0.0,1706,0,,True,0,0.026301860809326172,{},False,,reconciliation_real_0.003,0
0.0,0.0,0.003,0.0,0.0,1706,0,,True,0,0.026443958282470703,{},False,,reconciliation_real_0.003,1
0.0,0.0,0.003,0.0,0.0,1706,0,,True,0,0.025697946548461914,{},False,,reconciliation_real_0.003,2
0.0,0.0,0.003,0.0,0.0,1706,0,,True,0,0.02537679672241211,{},False,,reconciliation_real_0.003,3
0.0,0.0,0.003,0.0,0.0,1706,0,,True,0,0.0250089168548584,{},False,,reconciliation_real_0.003,4
0.0,0.0,0.003,0.0,0.0,1706,0,,True,0,0.028062820434570312,{},False,,reconciliation_real_0.003,5
0.0,0.0,0.003,0.0,0.0,1706,0,,True,0,0.02442145347595215,{},False,,reconciliation_real_0.003,6
0.0,0.0,0.003,0.0,0.0,1706,0,,True,0,0.02605462074279785,{},False,,reconciliation_real_0.003,7
0.0,0.0,0.003,0.0,0.0,1706,0,,True,0,0.02677297592163086,{},False,,reconciliation_real_0.003,8
0.0,0.0,0.003,0.0,0.0,1706,0,,True,0,0.025668621063232422,{},False,,reconciliation_real_0.003,9
0.0,0.0,0.001,0.0,0.0,1706,0,,True,0,0.025842905044555664,{},False,,reconciliation_real_0.001,0
0.0,0.0,0.001,0.0,0.0,1706,0,,True,0,0.02488231658935547,{},False,,reconciliation_real_0.001,1
0.0,0.0,0.001,0.0,0.0,1706,0,,True,0,0.02876138687133789,{},False,,reconciliation_real_0.001,2
0.0,0.0,0.001,0.0,0.0,1706,0,,True,0,0.026106834411621094,{},False,,reconciliation_real_0.001,3
0.0,0.0,0.001,0.0,0.0,1706,0,,True,0,0.026038169860839844,{},False,,reconciliation_real_0.001,4
0.0,0.0,0.001,0.0,0.0,1706,0,,True,0,0.02799224853515625,{},False,,reconciliation_real_0.001,5
0.0,0.0,0.001,0.0,0.0,1706,0,,True,0,0.028520584106445312,{},False,,reconciliation_real_0.001,6
0.0,0.0,0.001,0.0,0.0,1706,0,,True,0,0.02382636070251465,{},False,,reconciliation_real_0.001,7
0.0,0.0,0.001,0.0,0.0,1706,0,,True,0,0.02437305450439453,{},False,,reconciliation_real_0.001,8
0.0,0.0,0.001,0.0,0.0,1706,0,,True,0,0.025128602981567383,{},False,,reconciliation_real_0.001,9
