toeplitz_prob,final_key_prob,reconciliation_prob,verify_digest_prob,qber_after_reconciliation,secure_key_length,t_verify,verification_passed,keys_match,n_mismatched_bits,elapsed_seconds,faults_fired,non_convergent,error,condition,run,fault_type,prob,length_mode,key_index,qber
0.0,0.0,0.01,0.0,0.00028538812785388126,1714,34,False,False,812,0.02097916603088379,{'reconciliation_state': 1},False,,key0_placeholder_reconciliation_0.01,16,reconciliation,0.01,placeholder,0,0.0128205128205128
0.0,0.0,0.01,0.0,0.0,1714,34,True,True,0,0.021204710006713867,{},False,,key0_placeholder_reconciliation_0.01,17,reconciliation,0.01,placeholder,0,0.0128205128205128
0.0,0.0,0.01,0.0,0.0,1714,34,True,True,0,0.02280879020690918,{},False,,key0_placeholder_reconciliation_0.01,18,reconciliation,0.01,placeholder,0,0.0128205128205128
0.0,0.0,0.01,0.0,0.0,1714,34,True,True,0,0.02072620391845703,{},False,,key0_placeholder_reconciliation_0.01,19,reconciliation,0.01,placeholder,0,0.0128205128205128
0.0,0.0,0.003,0.0,0.0,1714,34,True,True,0,0.020505905151367188,{},False,,key0_placeholder_reconciliation_0.003,0,reconciliation,0.003,placeholder,0,0.0128205128205128
0.0,0.0,0.003,0.0,0.0,1714,34,True,True,0,0.020531415939331055,{},False,,key0_placeholder_reconciliation_0.003,1,reconciliation,0.003,placeholder,0,0.0128205128205128
0.0,0.0,0.003,0.0,0.0,1714,34,True,True,0,0.021199464797973633,{},False,,key0_placeholder_reconciliation_0.003,2,reconciliation,0.003,placeholder,0,0.0128205128205128
0.0,0.0,0.003,0.0,0.0,1714,34,True,True,0,0.02103710174560547,{},False,,key0_placeholder_reconciliation_0.003,3,reconciliation,0.003,placeholder,0,0.0128205128205128
0.0,0.0,0.003,0.0,0.0,1714,34,True,True,0,0.022564411163330078,{},False,,key0_placeholder_reconciliation_0.003,4,reconciliation,0.003,placeholder,0,0.0128205128205128
0.0,0.0,0.003,0.0,0.0,1714,34,True,True,0,0.019582509994506836,{},False,,key0_placeholder_reconciliation_0.003,5,reconciliation,0.003,placeholder,0,0.0128205128205128
0.0,0.0,0.003,0.0,0.0,1714,34,True,True,0,0.021089553833007812,{},False,,key0_placeholder_reconciliation_0.003,6,reconciliation,0.003,placeholder,0,0.0128205128205128
0.0,0.0,0.003,0.0,0.0,1714,34,True,True,0,0.020355701446533203,{},False,,key0_placeholder_reconciliation_0.003,7,reconciliation,0.003,placeholder,0,0.0128205128205128
0.0,0.0,0.003,0.0,0.0,1714,34,True,True,0,0.019384384155273438,{},False,,key0_placeholder_reconciliation_0.003,8,reconciliation,0.003,placeholder,0,0.0128205128205128
0.0,0.0,0.003,0.0,0.0,1714,34,True,True,0,0.020567655563354492,{},False,,key0_placeholder_reconciliation_0.003,9,reconciliation,0.003,placeholder,0,0.0128205128205128
0.0,0.0,0.003,0.0,0.0,1714,34,True,True,0,0.02179884910583496,{},False,,key0_placeholder_reconciliation_0.003,10,reconciliation,0.003,placeholder,0,0.0128205128205128
0.0,0.0,0.003,0.0,0.0,1714,34,True,True,0,0.020813465118408203,{},False,,key0_placeholder_reconciliation_0.003,11,reconciliation,0.003,placeholder,0,0.0128205128205128
0.0,0.0,0.003,0.0,0.0,1714,34,True,True,0,0.02103424072265625,{},False,,key0_placeholder_reconciliation_0.003,12,reconciliation,0.003,placeholder,0,0.0128205128205128
0.0,0.0,0.003,0.0,0.0,1714,34,True,True,0,0.02451014518737793,{},False,,key0_placeholder_reconciliation_0.003,13,reconciliation,0.003,placeholder,0,0.0128205128205128
0.0,0.0,0.003,0.0,0.0,1714,34,True,True,0,0.019951820373535156,{},False,,key0_placeholder_reconciliation_0.003,14,reconciliation,0.003,placeholder,0,0.0128205128205128
0.0,0.0,0.003,0.0,0.0,1714,34,True,True,0,0.020870208740234375,{},False,,key0_placeholder_reconciliation_0.003,15,reconciliation,0.003,placeholder,0,0.0128205128205128
0.0,0.0,0.003,0.0,0.00028538812785388126,1714,34,False,False,854,0.0214998722076416,{'reconciliation_state': 1},False,,key0_placeholder_reconciliation_0.003,16,reconciliation,0.003,placeholder,0,0.0128205128205128
0.0,0.0,0.003,0.0,0.0,1714,34,True,True,0,0.01974654197692871,{},False,,key0_placeholder_reconciliation_0.003,17,reconciliation,0.003,placeholder,0,0.0128205128205128
0.0,0.0,0.003,0.0,0.0,1714,34,True,True,0,0.019425153732299805,{},False,,key0_placeholder_reconciliation_0.003,18,reconciliation,0.003,placeholder,0,0.0128205128205128
0.0,0.0,0.003,0.0,0.0,1714,34,True,True,0,0.0237274169921875,{},False,,key0_placeholder_reconciliation_0.003,19,reconciliation,0.003,placeholder,0,0.0128205128205128
0.0,0.0,0.001,0.0,0.0,1714,34,True,True,0,0.021291255950927734,{},False,,key0_placeholder_reconciliation_0.001,0,reconciliation,0.001,placeholder,0,0.0128205128205128
0.0,0.0,0.001,0.0,0.0,1714,34,True,True,0,0.0280911922454834,{},False,,key0_placeholder_reconciliation_0.001,1,reconciliation,0.001,placeholder,0,0.0128205128205128
0.0,0.0,0.001,0.0,0.0,1714,34,True,True,0,0.01985955238342285,{},False,,key0_placeholder_reconciliation_0.001,2,reconciliation,0.001,placeholder,0,0.0128205128205128
0.0,0.0,0.001,0.0,0.0,1714,34,True,True,0,0.02030205726623535,{},False,,key0_placeholder_reconciliation_0.001,3,reconciliation,0.001,placeholder,0,0.0128205128205128
0.0,0.0,0.001,0.0,0.0,1714,34,True,True,0,0.021620988845825195,{},False,,key0_placeholder_reconciliation_0.001,4,reconciliation,0.001,placeholder,0,0.0128205128205128
0.0,0.0,0.001,0.0,0.0,1714,34,True,True,0,0.020747661590576172,{},False,,key0_placeholder_reconciliation_0.001,5,reconciliation,0.001,placeholder,0,0.0128205128205128
0.0,0.0,0.001,0.0,0.0,1714,34,True,True,0,0.019585371017456055,{},False,,key0_placeholder_reconciliation_0.001,6,reconciliation,0.001,placeholder,0,0.0128205128205128
0.0,0.0,0.001,0.0,0.0,1714,34,True,True,0,0.023977041244506836,{},False,,key0_placeholder_reconciliation_0.001,7,reconciliation,0.001,placeholder,0,0.0128205128205128
0.0,0.0,0.001,0.0,0.0,1714,34,True,True,0,0.019773006439208984,{},False,,key0_placeholder_reconciliation_0.001,8,reconciliation,0.001,placeholder,0,0.0128205128205128
0.0,0.0,0.001,0.0,0.0,1714,34,True,True,0,0.02056574821472168,{},False,,key0_placeholder_reconciliation_0.001,9,reconciliation,0.001,placeholder,0,0.0128205128205128
0.0,0.0,0.001,0.0,0.0,1714,34,True,True,0,0.020731210708618164,{},False,,key0_placeholder_reconciliation_0.001,10,reconciliation,0.001,placeholder,0,0.0128205128205128
0.0,0.0,0.001,0.0,0.0,1714,34,True,True,0,0.020958662033081055,{},False,,key0_placeholder_reconciliation_0.001,11,reconciliation,0.001,placeholder,0,0.0128205128205128
0.0,0.0,0.001,0.0,0.0,1714,34,True,True,0,0.02115154266357422,{},False,,key0_placeholder_reconciliation_0.001,12,reconciliation,0.001,placeholder,0,0.0128205128205128
0.0,0.0,0.001,0.0,0.0,1714,34,True,True,0,0.01956009864807129,{},False,,key0_placeholder_reconciliation_0.001,13,reconciliation,0.001,placeholder,0,0.0128205128205128
0.0,0.0,0.001,0.0,0.0,1714,34,True,True,0,0.019663572311401367,{},False,,key0_placeholder_reconciliation_0.001,14,reconciliation,0.001,placeholder,0,0.0128205128205128
0.0,0.0,0.001,0.0,0.0,1714,34,True,True,0,0.02019786834716797,{},False,,key0_placeholder_reconciliation_0.001,15,reconciliation,0.001,placeholder,0,0.0128205128205128
0.0,0.0,0.001,0.0,0.0,1714,34,True,True,0,0.020557165145874023,{},False,,key0_placeholder_reconciliation_0.001,16,reconciliation,0.001,placeholder,0,0.0128205128205128
0.0,0.0,0.001,0.0,0.0,1714,34,True,True,0,0.020825624465942383,{},False,,key0_placeholder_reconciliation_0.001,17,reconciliation,0.001,placeholder,0,0.0128205128205128
0.0,0.0,0.001,0.0,0.0,1714,34,True,True,0,0.019636154174804688,{},False,,key0_placeholder_reconciliation_0.001,18,reconciliation,0.001,placeholder,0,0.0128205128205128
0.0,0.0,0.001,0.0,0.0,1714,34,True,True,0,0.021442890167236328,{},False,,key0_placeholder_reconciliation_0.001,19,reconciliation,0.001,placeholder,0,0.0128205128205128
0.5,0.0,0.0,0.0,0.0,2608,34,True,False,1,0.020558834075927734,{'toeplitz_matrix': 1},False,,key1_asymptotic_toeplitz_0.5,0,toeplitz,0.5,asymptotic,1,0.0158311345646438
0.5,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.018857717514038086,{},False,,key1_asymptotic_toeplitz_0.5,1,toeplitz,0.5,asymptotic,1,0.0158311345646438
0.5,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.01837944984436035,{},False,,key1_asymptotic_toeplitz_0.5,2,toeplitz,0.5,asymptotic,1,0.0158311345646438
0.5,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.01834869384765625,{},False,,key1_asymptotic_toeplitz_0.5,3,toeplitz,0.5,asymptotic,1,0.0158311345646438
0.5,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.019764184951782227,{},False,,key1_asymptotic_toeplitz_0.5,4,toeplitz,0.5,asymptotic,1,0.0158311345646438
0.5,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.0198366641998291,{},False,,key1_asymptotic_toeplitz_0.5,5,toeplitz,0.5,asymptotic,1,0.0158311345646438
0.5,0.0,0.0,0.0,0.0,2608,34,True,False,1,0.019090890884399414,{'toeplitz_matrix': 1},False,,key1_asymptotic_toeplitz_0.5,6,toeplitz,0.5,asymptotic,1,0.0158311345646438
0.5,0.0,0.0,0.0,0.0,2608,34,True,False,1,0.01842975616455078,{'toeplitz_matrix': 1},False,,key1_asymptotic_toeplitz_0.5,7,toeplitz,0.5,asymptotic,1,0.0158311345646438
0.5,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.023348093032836914,{},False,,key1_asymptotic_toeplitz_0.5,8,toeplitz,0.5,asymptotic,1,0.0158311345646438
0.5,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.019646883010864258,{'toeplitz_matrix': 1},False,,key1_asymptotic_toeplitz_0.5,9,toeplitz,0.5,asymptotic,1,0.0158311345646438
0.5,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.02094292640686035,{'toeplitz_matrix': 1},False,,key1_asymptotic_toeplitz_0.5,10,toeplitz,0.5,asymptotic,1,0.0158311345646438
0.5,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.018872499465942383,{},False,,key1_asymptotic_toeplitz_0.5,11,toeplitz,0.5,asymptotic,1,0.0158311345646438
0.5,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.019371747970581055,{},False,,key1_asymptotic_toeplitz_0.5,12,toeplitz,0.5,asymptotic,1,0.0158311345646438
0.5,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.01912546157836914,{},False,,key1_asymptotic_toeplitz_0.5,13,toeplitz,0.5,asymptotic,1,0.0158311345646438
0.5,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.01856851577758789,{},False,,key1_asymptotic_toeplitz_0.5,14,toeplitz,0.5,asymptotic,1,0.0158311345646438
0.5,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.019698619842529297,{'toeplitz_matrix': 1},False,,key1_asymptotic_toeplitz_0.5,15,toeplitz,0.5,asymptotic,1,0.0158311345646438
0.5,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.019486665725708008,{},False,,key1_asymptotic_toeplitz_0.5,16,toeplitz,0.5,asymptotic,1,0.0158311345646438
0.5,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.018399953842163086,{},False,,key1_asymptotic_toeplitz_0.5,17,toeplitz,0.5,asymptotic,1,0.0158311345646438
0.5,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.019031047821044922,{},False,,key1_asymptotic_toeplitz_0.5,18,toeplitz,0.5,asymptotic,1,0.0158311345646438
0.5,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.019391298294067383,{'toeplitz_matrix': 1},False,,key1_asymptotic_toeplitz_0.5,19,toeplitz,0.5,asymptotic,1,0.0158311345646438
0.3,0.0,0.0,0.0,0.0,2608,34,True,False,1,0.022124290466308594,{'toeplitz_matrix': 1},False,,key1_asymptotic_toeplitz_0.3,0,toeplitz,0.3,asymptotic,1,0.0158311345646438
0.3,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.024977445602416992,{},False,,key1_asymptotic_toeplitz_0.3,1,toeplitz,0.3,asymptotic,1,0.0158311345646438
0.3,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.01990962028503418,{},False,,key1_asymptotic_toeplitz_0.3,2,toeplitz,0.3,asymptotic,1,0.0158311345646438
0.3,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.019640445709228516,{},False,,key1_asymptotic_toeplitz_0.3,3,toeplitz,0.3,asymptotic,1,0.0158311345646438
0.3,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.02012324333190918,{},False,,key1_asymptotic_toeplitz_0.3,4,toeplitz,0.3,asymptotic,1,0.0158311345646438
0.3,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.018891096115112305,{},False,,key1_asymptotic_toeplitz_0.3,5,toeplitz,0.3,asymptotic,1,0.0158311345646438
0.3,0.0,0.0,0.0,0.0,2608,34,True,False,1,0.01852560043334961,{'toeplitz_matrix': 1},False,,key1_asymptotic_toeplitz_0.3,6,toeplitz,0.3,asymptotic,1,0.0158311345646438
0.3,0.0,0.0,0.0,0.0,2608,34,True,False,1,0.01776599884033203,{'toeplitz_matrix': 1},False,,key1_asymptotic_toeplitz_0.3,7,toeplitz,0.3,asymptotic,1,0.0158311345646438
0.3,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.019516706466674805,{},False,,key1_asymptotic_toeplitz_0.3,8,toeplitz,0.3,asymptotic,1,0.0158311345646438
0.3,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.020488500595092773,{'toeplitz_matrix': 1},False,,key1_asymptotic_toeplitz_0.3,9,toeplitz,0.3,asymptotic,1,0.0158311345646438
0.3,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.01948261260986328,{'toeplitz_matrix': 1},False,,key1_asymptotic_toeplitz_0.3,10,toeplitz,0.3,asymptotic,1,0.0158311345646438
0.3,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.020321130752563477,{},False,,key1_asymptotic_toeplitz_0.3,11,toeplitz,0.3,asymptotic,1,0.0158311345646438
0.3,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.019595861434936523,{},False,,key1_asymptotic_toeplitz_0.3,12,toeplitz,0.3,asymptotic,1,0.0158311345646438
0.3,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.01918339729309082,{},False,,key1_asymptotic_toeplitz_0.3,13,toeplitz,0.3,asymptotic,1,0.0158311345646438
0.3,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.01960611343383789,{},False,,key1_asymptotic_toeplitz_0.3,14,toeplitz,0.3,asymptotic,1,0.0158311345646438
0.3,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.018244028091430664,{'toeplitz_matrix': 1},False,,key1_asymptotic_toeplitz_0.3,15,toeplitz,0.3,asymptotic,1,0.0158311345646438
0.3,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.019531726837158203,{},False,,key1_asymptotic_toeplitz_0.3,16,toeplitz,0.3,asymptotic,1,0.0158311345646438
0.3,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.018581151962280273,{},False,,key1_asymptotic_toeplitz_0.3,17,toeplitz,0.3,asymptotic,1,0.0158311345646438
0.3,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.01880025863647461,{},False,,key1_asymptotic_toeplitz_0.3,18,toeplitz,0.3,asymptotic,1,0.0158311345646438
0.3,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.018613576889038086,{},False,,key1_asymptotic_toeplitz_0.3,19,toeplitz,0.3,asymptotic,1,0.0158311345646438
0.1,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.01940321922302246,{},False,,key1_asymptotic_toeplitz_0.1,0,toeplitz,0.1,asymptotic,1,0.0158311345646438
0.1,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.018817424774169922,{},False,,key1_asymptotic_toeplitz_0.1,1,toeplitz,0.1,asymptotic,1,0.0158311345646438
0.1,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.019873619079589844,{},False,,key1_asymptotic_toeplitz_0.1,2,toeplitz,0.1,asymptotic,1,0.0158311345646438
0.1,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.018384456634521484,{},False,,key1_asymptotic_toeplitz_0.1,3,toeplitz,0.1,asymptotic,1,0.0158311345646438
0.1,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.01931023597717285,{},False,,key1_asymptotic_toeplitz_0.1,4,toeplitz,0.1,asymptotic,1,0.0158311345646438
0.1,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.018961429595947266,{},False,,key1_asymptotic_toeplitz_0.1,5,toeplitz,0.1,asymptotic,1,0.0158311345646438
0.1,0.0,0.0,0.0,0.0,2608,34,True,False,1,0.019998550415039062,{'toeplitz_matrix': 1},False,,key1_asymptotic_toeplitz_0.1,6,toeplitz,0.1,asymptotic,1,0.0158311345646438
0.1,0.0,0.0,0.0,0.0,2608,34,True,False,1,0.01806926727294922,{'toeplitz_matrix': 1},False,,key1_asymptotic_toeplitz_0.1,7,toeplitz,0.1,asymptotic,1,0.0158311345646438
0.1,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.019203662872314453,{},False,,key1_asymptotic_toeplitz_0.1,8,toeplitz,0.1,asymptotic,1,0.0158311345646438
0.1,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.01943373680114746,{'toeplitz_matrix': 1},False,,key1_asymptotic_toeplitz_0.1,9,toeplitz,0.1,asymptotic,1,0.0158311345646438
0.1,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.017941951751708984,{},False,,key1_asymptotic_toeplitz_0.1,10,toeplitz,0.1,asymptotic,1,0.0158311345646438
0.1,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.01864147186279297,{},False,,key1_asymptotic_toeplitz_0.1,11,toeplitz,0.1,asymptotic,1,0.0158311345646438
0.1,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.01940464973449707,{},False,,key1_asymptotic_toeplitz_0.1,12,toeplitz,0.1,asymptotic,1,0.0158311345646438
0.1,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.020766258239746094,{},False,,key1_asymptotic_toeplitz_0.1,13,toeplitz,0.1,asymptotic,1,0.0158311345646438
0.1,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.01917266845703125,{},False,,key1_asymptotic_toeplitz_0.1,14,toeplitz,0.1,asymptotic,1,0.0158311345646438
0.1,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.020183563232421875,{},False,,key1_asymptotic_toeplitz_0.1,15,toeplitz,0.1,asymptotic,1,0.0158311345646438
0.1,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.022040605545043945,{},False,,key1_asymptotic_toeplitz_0.1,16,toeplitz,0.1,asymptotic,1,0.0158311345646438
0.1,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.018599748611450195,{},False,,key1_asymptotic_toeplitz_0.1,17,toeplitz,0.1,asymptotic,1,0.0158311345646438
0.1,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.020395517349243164,{},False,,key1_asymptotic_toeplitz_0.1,18,toeplitz,0.1,asymptotic,1,0.0158311345646438
0.1,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.0200345516204834,{},False,,key1_asymptotic_toeplitz_0.1,19,toeplitz,0.1,asymptotic,1,0.0158311345646438
0.05,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.01996445655822754,{},False,,key1_asymptotic_toeplitz_0.05,0,toeplitz,0.05,asymptotic,1,0.0158311345646438
0.05,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.019841432571411133,{},False,,key1_asymptotic_toeplitz_0.05,1,toeplitz,0.05,asymptotic,1,0.0158311345646438
0.05,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.0243070125579834,{},False,,key1_asymptotic_toeplitz_0.05,2,toeplitz,0.05,asymptotic,1,0.0158311345646438
0.05,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.020104646682739258,{},False,,key1_asymptotic_toeplitz_0.05,3,toeplitz,0.05,asymptotic,1,0.0158311345646438
0.05,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.019874095916748047,{},False,,key1_asymptotic_toeplitz_0.05,4,toeplitz,0.05,asymptotic,1,0.0158311345646438
0.05,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.018474817276000977,{},False,,key1_asymptotic_toeplitz_0.05,5,toeplitz,0.05,asymptotic,1,0.0158311345646438
0.05,0.0,0.0,0.0,0.0,2608,34,True,False,1,0.019044160842895508,{'toeplitz_matrix': 1},False,,key1_asymptotic_toeplitz_0.05,6,toeplitz,0.05,asymptotic,1,0.0158311345646438
0.05,0.0,0.0,0.0,0.0,2608,34,True,False,1,0.018116474151611328,{'toeplitz_matrix': 1},False,,key1_asymptotic_toeplitz_0.05,7,toeplitz,0.05,asymptotic,1,0.0158311345646438
0.05,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.019268035888671875,{},False,,key1_asymptotic_toeplitz_0.05,8,toeplitz,0.05,asymptotic,1,0.0158311345646438
0.05,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.019430160522460938,{'toeplitz_matrix': 1},False,,key1_asymptotic_toeplitz_0.05,9,toeplitz,0.05,asymptotic,1,0.0158311345646438
0.05,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.020179271697998047,{},False,,key1_asymptotic_toeplitz_0.05,10,toeplitz,0.05,asymptotic,1,0.0158311345646438
0.05,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.020763397216796875,{},False,,key1_asymptotic_toeplitz_0.05,11,toeplitz,0.05,asymptotic,1,0.0158311345646438
0.05,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.0244293212890625,{},False,,key1_asymptotic_toeplitz_0.05,12,toeplitz,0.05,asymptotic,1,0.0158311345646438
0.05,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.020601511001586914,{},False,,key1_asymptotic_toeplitz_0.05,13,toeplitz,0.05,asymptotic,1,0.0158311345646438
0.05,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.019659757614135742,{},False,,key1_asymptotic_toeplitz_0.05,14,toeplitz,0.05,asymptotic,1,0.0158311345646438
0.05,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.01856374740600586,{},False,,key1_asymptotic_toeplitz_0.05,15,toeplitz,0.05,asymptotic,1,0.0158311345646438
0.05,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.020285844802856445,{},False,,key1_asymptotic_toeplitz_0.05,16,toeplitz,0.05,asymptotic,1,0.0158311345646438
0.05,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.019117116928100586,{},False,,key1_asymptotic_toeplitz_0.05,17,toeplitz,0.05,asymptotic,1,0.0158311345646438
0.05,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.018791675567626953,{},False,,key1_asymptotic_toeplitz_0.05,18,toeplitz,0.05,asymptotic,1,0.0158311345646438
0.05,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.018519878387451172,{},False,,key1_asymptotic_toeplitz_0.05,19,toeplitz,0.05,asymptotic,1,0.0158311345646438
0.03,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.018856287002563477,{},False,,key1_asymptotic_toeplitz_0.03,0,toeplitz,0.03,asymptotic,1,0.0158311345646438
0.03,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.019643306732177734,{},False,,key1_asymptotic_toeplitz_0.03,1,toeplitz,0.03,asymptotic,1,0.0158311345646438
0.03,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.019084453582763672,{},False,,key1_asymptotic_toeplitz_0.03,2,toeplitz,0.03,asymptotic,1,0.0158311345646438
0.03,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.018529891967773438,{},False,,key1_asymptotic_toeplitz_0.03,3,toeplitz,0.03,asymptotic,1,0.0158311345646438
0.03,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.02179741859436035,{},False,,key1_asymptotic_toeplitz_0.03,4,toeplitz,0.03,asymptotic,1,0.0158311345646438
0.03,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.01846766471862793,{},False,,key1_asymptotic_toeplitz_0.03,5,toeplitz,0.03,asymptotic,1,0.0158311345646438
0.03,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.018543004989624023,{},False,,key1_asymptotic_toeplitz_0.03,6,toeplitz,0.03,asymptotic,1,0.0158311345646438
0.03,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.020279407501220703,{},False,,key1_asymptotic_toeplitz_0.03,7,toeplitz,0.03,asymptotic,1,0.0158311345646438
0.03,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.01840043067932129,{},False,,key1_asymptotic_toeplitz_0.03,8,toeplitz,0.03,asymptotic,1,0.0158311345646438
0.03,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.01900482177734375,{},False,,key1_asymptotic_toeplitz_0.03,9,toeplitz,0.03,asymptotic,1,0.0158311345646438
0.03,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.01835179328918457,{},False,,key1_asymptotic_toeplitz_0.03,10,toeplitz,0.03,asymptotic,1,0.0158311345646438
0.03,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.019115447998046875,{},False,,key1_asymptotic_toeplitz_0.03,11,toeplitz,0.03,asymptotic,1,0.0158311345646438
0.03,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.01860189437866211,{},False,,key1_asymptotic_toeplitz_0.03,12,toeplitz,0.03,asymptotic,1,0.0158311345646438
0.03,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.018982410430908203,{},False,,key1_asymptotic_toeplitz_0.03,13,toeplitz,0.03,asymptotic,1,0.0158311345646438
0.03,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.018718719482421875,{},False,,key1_asymptotic_toeplitz_0.03,14,toeplitz,0.03,asymptotic,1,0.0158311345646438
0.03,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.019613027572631836,{},False,,key1_asymptotic_toeplitz_0.03,15,toeplitz,0.03,asymptotic,1,0.0158311345646438
0.03,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.018646717071533203,{},False,,key1_asymptotic_toeplitz_0.03,16,toeplitz,0.03,asymptotic,1,0.0158311345646438
0.03,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.019553422927856445,{},False,,key1_asymptotic_toeplitz_0.03,17,toeplitz,0.03,asymptotic,1,0.0158311345646438
0.03,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.018893957138061523,{},False,,key1_asymptotic_toeplitz_0.03,18,toeplitz,0.03,asymptotic,1,0.0158311345646438
0.03,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.018251657485961914,{},False,,key1_asymptotic_toeplitz_0.03,19,toeplitz,0.03,asymptotic,1,0.0158311345646438
0.01,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.018882036209106445,{},False,,key1_asymptotic_toeplitz_0.01,0,toeplitz,0.01,asymptotic,1,0.0158311345646438
0.01,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.018580913543701172,{},False,,key1_asymptotic_toeplitz_0.01,1,toeplitz,0.01,asymptotic,1,0.0158311345646438
0.01,0.0,0.0,0.0,0.0,2608,34,True,True,0,0.0193026065826416,{},False,,key1_asymptotic_toeplitz_0.01,2,toeplitz,0.01,asymptotic,1,0.0158311345646438
