toeplitz_prob,final_key_prob,reconciliation_prob,verify_digest_prob,seed,output_path,k_pe,total_corrections,secure_key_length,t_verify,digest_length,verification_passed,remaining_errors_after_reconciliation,non_convergent,error,elapsed_seconds,faults_fired,length_mode,keys_match,alice_measurement_error,run,bob_output_path,alice_output_path,code_version,collection_timestamp,fault_type,prob,key_index,qber,mismatch,is_baseline_contaminated
0.0,0.0,0.0,0.5,42,results/bob_realchannel_run_tp0.0_fk0.0_rp0.0_vd0.5_seed42_20260831_200118_643958.json,390,33,2810,34,34,False,0,False,,4.2144997119903564,{'verification_digest': 1},asymptotic,True,,0,results/bob_realchannel_run_tp0.0_fk0.0_rp0.0_vd0.5_seed42_20260831_200118_643958.json,results/alice_realchannel_run_seed42_20260831_200118_629760.json,unknown,2026-08-31T20:01:23.358650,verify_digest,0.5,0,0.0128205128205128,False,False
0.0,0.0,0.0,0.5,43,results/bob_realchannel_run_tp0.0_fk0.0_rp0.0_vd0.5_seed43_20260831_200124_443954.json,390,33,2810,34,34,True,0,False,,3.6900503635406494,{},asymptotic,True,,1,results/bob_realchannel_run_tp0.0_fk0.0_rp0.0_vd0.5_seed43_20260831_200124_443954.json,results/alice_realchannel_run_seed43_20260831_200124_363378.json,unknown,2026-08-31T20:01:28.585314,verify_digest,0.5,0,0.0128205128205128,False,False
0.0,0.0,0.0,0.5,44,results/bob_realchannel_run_tp0.0_fk0.0_rp0.0_vd0.5_seed44_20260831_200129_629354.json,390,33,2810,34,34,True,0,False,,4.428982734680176,{},asymptotic,True,,2,results/bob_realchannel_run_tp0.0_fk0.0_rp0.0_vd0.5_seed44_20260831_200129_629354.json,results/alice_realchannel_run_seed44_20260831_200129_582658.json,unknown,2026-08-31T20:01:34.486573,verify_digest,0.5,0,0.0128205128205128,False,False
0.0,0.0,0.0,0.5,45,results/bob_realchannel_run_tp0.0_fk0.0_rp0.0_vd0.5_seed45_20260831_200135_658870.json,390,33,2810,34,34,True,0,False,,4.134725570678711,{},asymptotic,True,,3,results/bob_realchannel_run_tp0.0_fk0.0_rp0.0_vd0.5_seed45_20260831_200135_658870.json,results/alice_realchannel_run_seed45_20260831_200135_495648.json,unknown,2026-08-31T20:01:40.260938,verify_digest,0.5,0,0.0128205128205128,False,False
0.0,0.0,0.0,0.5,46,results/bob_realchannel_run_tp0.0_fk0.0_rp0.0_vd0.5_seed46_20260831_200141_280091.json,390,33,2810,34,34,True,0,False,,4.209335803985596,{},asymptotic,True,,4,results/bob_realchannel_run_tp0.0_fk0.0_rp0.0_vd0.5_seed46_20260831_200141_280091.json,results/alice_realchannel_run_seed46_20260831_200141_266949.json,unknown,2026-08-31T20:01:45.940347,verify_digest,0.5,0,0.0128205128205128,False,False
0.0,0.0,0.0,0.5,47,results/bob_realchannel_run_tp0.0_fk0.0_rp0.0_vd0.5_seed47_20260831_200146_957262.json,390,33,2810,34,34,True,0,False,,4.449048280715942,{},asymptotic,True,,5,results/bob_realchannel_run_tp0.0_fk0.0_rp0.0_vd0.5_seed47_20260831_200146_957262.json,results/alice_realchannel_run_seed47_20260831_200146_941485.json,unknown,2026-08-31T20:01:51.912954,verify_digest,0.5,0,0.0128205128205128,False,False
0.0,0.0,0.0,0.5,48,results/bob_realchannel_run_tp0.0_fk0.0_rp0.0_vd0.5_seed48_20260831_200152_975496.json,390,33,2810,34,34,False,0,False,,4.346955060958862,{'verification_digest': 1},asymptotic,True,,6,results/bob_realchannel_run_tp0.0_fk0.0_rp0.0_vd0.5_seed48_20260831_200152_975496.json,results/alice_realchannel_run_seed48_20260831_200152_921975.json,unknown,2026-08-31T20:01:57.840487,verify_digest,0.5,0,0.0128205128205128,False,False
0.0,0.0,0.0,0.5,49,results/bob_realchannel_run_tp0.0_fk0.0_rp0.0_vd0.5_seed49_20260831_200158_876898.json,390,33,2810,34,34,False,0,False,,3.8926403522491455,{'verification_digest': 1},asymptotic,True,,7,results/bob_realchannel_run_tp0.0_fk0.0_rp0.0_vd0.5_seed49_20260831_200158_876898.json,results/alice_realchannel_run_seed49_20260831_200158_845949.json,unknown,2026-08-31T20:02:03.221190,verify_digest,0.5,0,0.0128205128205128,False,False
0.0,0.0,0.0,0.5,50,results/bob_realchannel_run_tp0.0_fk0.0_rp0.0_vd0.5_seed50_20260831_200204_252635.json,390,33,2810,34,34,True,0,False,,4.369309425354004,{},asymptotic,True,,8,results/bob_realchannel_run_tp0.0_fk0.0_rp0.0_vd0.5_seed50_20260831_200204_252635.json,results/alice_realchannel_run_seed50_20260831_200204_234062.json,unknown,2026-08-31T20:02:09.074031,verify_digest,0.5,0,0.0128205128205128,False,False
0.0,0.0,0.0,0.5,51,results/bob_realchannel_run_tp0.0_fk0.0_rp0.0_vd0.5_seed51_20260831_200210_100571.json,390,33,2810,34,34,False,0,False,,4.353206396102905,{'verification_digest': 1},asymptotic,True,,9,results/bob_realchannel_run_tp0.0_fk0.0_rp0.0_vd0.5_seed51_20260831_200210_100571.json,results/alice_realchannel_run_seed51_20260831_200210_078994.json,unknown,2026-08-31T20:02:14.905116,verify_digest,0.5,0,0.0128205128205128,False,False
