toeplitz_prob,final_key_prob,reconciliation_prob,verify_digest_prob,seed,output_path,k_pe,total_corrections,secure_key_length,t_verify,digest_length,verification_passed,remaining_errors_after_reconciliation,non_convergent,error,elapsed_seconds,faults_fired,length_mode,keys_match,alice_error,run,bob_output_path,fault_type,prob,key_index,qber
0.0,0.0,0.03,0.0,57,results/bob_recon_run_tp0.0_fk0.0_rp0.03_vd0.0_seed57_20260826_224203_153833.json,390,33,1714,34,34,False,2,False,,4.534311532974243,{'reconciliation_state': 2},placeholder,,,15,results/bob_recon_run_tp0.0_fk0.0_rp0.03_vd0.0_seed57_20260826_224203_153833.json,reconciliation,0.03,0,0.0128205128205128
0.0,0.0,0.03,0.0,58,results/bob_recon_run_tp0.0_fk0.0_rp0.03_vd0.0_seed58_20260826_224209_276006.json,390,33,1714,34,34,False,3,False,,4.456136703491211,{'reconciliation_state': 3},placeholder,,,16,results/bob_recon_run_tp0.0_fk0.0_rp0.03_vd0.0_seed58_20260826_224209_276006.json,reconciliation,0.03,0,0.0128205128205128
0.0,0.0,0.03,0.0,59,results/bob_recon_run_tp0.0_fk0.0_rp0.03_vd0.0_seed59_20260826_224215_304293.json,390,33,1714,34,34,False,3,False,,4.363352060317993,{'reconciliation_state': 3},placeholder,,,17,results/bob_recon_run_tp0.0_fk0.0_rp0.03_vd0.0_seed59_20260826_224215_304293.json,reconciliation,0.03,0,0.0128205128205128
0.0,0.0,0.03,0.0,60,results/bob_recon_run_tp0.0_fk0.0_rp0.03_vd0.0_seed60_20260826_224221_254827.json,390,33,1714,34,34,False,2,False,,4.429283142089844,{'reconciliation_state': 2},placeholder,,,18,results/bob_recon_run_tp0.0_fk0.0_rp0.03_vd0.0_seed60_20260826_224221_254827.json,reconciliation,0.03,0,0.0128205128205128
0.0,0.0,0.03,0.0,61,results/bob_recon_run_tp0.0_fk0.0_rp0.03_vd0.0_seed61_20260826_224227_267381.json,390,33,1714,34,34,False,1,False,,4.4206507205963135,{'reconciliation_state': 1},placeholder,,,19,results/bob_recon_run_tp0.0_fk0.0_rp0.03_vd0.0_seed61_20260826_224227_267381.json,reconciliation,0.03,0,0.0128205128205128
0.0,0.0,0.01,0.0,42,results/bob_recon_run_tp0.0_fk0.0_rp0.01_vd0.0_seed42_20260826_224233_264940.json,390,33,1714,34,34,True,0,False,,4.063008546829224,{},placeholder,,,0,results/bob_recon_run_tp0.0_fk0.0_rp0.01_vd0.0_seed42_20260826_224233_264940.json,reconciliation,0.01,0,0.0128205128205128
0.0,0.0,0.01,0.0,43,results/bob_recon_run_tp0.0_fk0.0_rp0.01_vd0.0_seed43_20260826_224238_892979.json,390,33,1714,34,34,True,0,False,,4.071056365966797,{},placeholder,,,1,results/bob_recon_run_tp0.0_fk0.0_rp0.01_vd0.0_seed43_20260826_224238_892979.json,reconciliation,0.01,0,0.0128205128205128
0.0,0.0,0.01,0.0,44,results/bob_recon_run_tp0.0_fk0.0_rp0.01_vd0.0_seed44_20260826_224244_540028.json,390,33,1714,34,34,False,1,False,,4.499687194824219,{'reconciliation_state': 1},placeholder,,,2,results/bob_recon_run_tp0.0_fk0.0_rp0.01_vd0.0_seed44_20260826_224244_540028.json,reconciliation,0.01,0,0.0128205128205128
0.0,0.0,0.01,0.0,45,results/bob_recon_run_tp0.0_fk0.0_rp0.01_vd0.0_seed45_20260826_224250_609226.json,390,33,1714,34,34,True,0,False,,4.151250123977661,{},placeholder,,,3,results/bob_recon_run_tp0.0_fk0.0_rp0.01_vd0.0_seed45_20260826_224250_609226.json,reconciliation,0.01,0,0.0128205128205128
0.0,0.0,0.01,0.0,46,results/bob_recon_run_tp0.0_fk0.0_rp0.01_vd0.0_seed46_20260826_224256_336024.json,390,33,1714,34,34,True,0,False,,4.067650079727173,{},placeholder,,,4,results/bob_recon_run_tp0.0_fk0.0_rp0.01_vd0.0_seed46_20260826_224256_336024.json,reconciliation,0.01,0,0.0128205128205128
