toeplitz_prob,final_key_prob,reconciliation_prob,verify_digest_prob,qber_after_reconciliation,secure_key_length,t_verify,verification_passed,keys_match,n_mismatched_bits,elapsed_seconds,faults_fired,non_convergent,error,condition,run,fault_type,prob,length_mode
0.1,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.02655172348022461,{},False,,asymptotic_toeplitz_0.1,30,toeplitz,0.1,asymptotic
0.1,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.028072834014892578,{},False,,asymptotic_toeplitz_0.1,31,toeplitz,0.1,asymptotic
0.1,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.027683496475219727,{},False,,asymptotic_toeplitz_0.1,32,toeplitz,0.1,asymptotic
0.1,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.030825138092041016,{},False,,asymptotic_toeplitz_0.1,33,toeplitz,0.1,asymptotic
0.1,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.025328636169433594,{},False,,asymptotic_toeplitz_0.1,34,toeplitz,0.1,asymptotic
0.1,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.033362388610839844,{},False,,asymptotic_toeplitz_0.1,35,toeplitz,0.1,asymptotic
0.1,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.02906632423400879,{},False,,asymptotic_toeplitz_0.1,36,toeplitz,0.1,asymptotic
0.1,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.026995182037353516,{},False,,asymptotic_toeplitz_0.1,37,toeplitz,0.1,asymptotic
0.1,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.027695417404174805,{},False,,asymptotic_toeplitz_0.1,38,toeplitz,0.1,asymptotic
0.1,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.025899171829223633,{},False,,asymptotic_toeplitz_0.1,39,toeplitz,0.1,asymptotic
0.1,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.028369426727294922,{},False,,asymptotic_toeplitz_0.1,40,toeplitz,0.1,asymptotic
0.1,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.028291940689086914,{},False,,asymptotic_toeplitz_0.1,41,toeplitz,0.1,asymptotic
0.1,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.030584335327148438,{},False,,asymptotic_toeplitz_0.1,42,toeplitz,0.1,asymptotic
0.1,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.02588057518005371,{},False,,asymptotic_toeplitz_0.1,43,toeplitz,0.1,asymptotic
0.1,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.034852027893066406,{},False,,asymptotic_toeplitz_0.1,44,toeplitz,0.1,asymptotic
0.1,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.05818629264831543,{},False,,asymptotic_toeplitz_0.1,45,toeplitz,0.1,asymptotic
0.1,0.0,0.0,0.0,0.0,3032,34,True,False,1,0.05901956558227539,{'toeplitz_matrix': 1},False,,asymptotic_toeplitz_0.1,46,toeplitz,0.1,asymptotic
0.1,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.031632184982299805,{},False,,asymptotic_toeplitz_0.1,47,toeplitz,0.1,asymptotic
0.1,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.02785634994506836,{},False,,asymptotic_toeplitz_0.1,48,toeplitz,0.1,asymptotic
0.1,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.029118061065673828,{'toeplitz_matrix': 1},False,,asymptotic_toeplitz_0.1,49,toeplitz,0.1,asymptotic
0.05,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.028673410415649414,{},False,,asymptotic_toeplitz_0.05,0,toeplitz,0.05,asymptotic
0.05,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.025652408599853516,{},False,,asymptotic_toeplitz_0.05,1,toeplitz,0.05,asymptotic
0.05,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.026255369186401367,{},False,,asymptotic_toeplitz_0.05,2,toeplitz,0.05,asymptotic
0.05,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.026358842849731445,{},False,,asymptotic_toeplitz_0.05,3,toeplitz,0.05,asymptotic
0.05,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.027742385864257812,{},False,,asymptotic_toeplitz_0.05,4,toeplitz,0.05,asymptotic
0.05,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.027154207229614258,{},False,,asymptotic_toeplitz_0.05,5,toeplitz,0.05,asymptotic
0.05,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.029865026473999023,{},False,,asymptotic_toeplitz_0.05,6,toeplitz,0.05,asymptotic
0.05,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.028022050857543945,{},False,,asymptotic_toeplitz_0.05,7,toeplitz,0.05,asymptotic
0.05,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.026402950286865234,{},False,,asymptotic_toeplitz_0.05,8,toeplitz,0.05,asymptotic
0.05,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.027657747268676758,{},False,,asymptotic_toeplitz_0.05,9,toeplitz,0.05,asymptotic
0.05,0.0,0.0,0.0,0.0,3032,34,True,True,0,0.028991222381591797,{},False,,asymptotic_toeplitz_0.05,10,toeplitz,0.05,asymptotic
