baseline,,0.021108179419525065,3790,2403,0.2403,47.260180711746216,50.84618729362475,50,1,
loss_1pct,1,0.0026954177897574125,3716,3165,0.3165,49.44924545288086,64.00502112849955,50,1,
loss_5pct,5,0.005221932114882507,3836,3127,0.3127,56.82566285133362,55.027954679223136,50,1,
loss_15pct,15,0.010526315789473684,3806,2848,0.2848,117.19450259208679,24.3014811873292,50,1,
baseline,,0.010416666666666666,3844,2881,0.2881,49.139416456222534,58.62910485651847,50,2,
loss_1pct,1,0.01078167115902965,3713,2767,0.2767,51.32128715515137,53.91524946821726,50,2,
loss_5pct,5,0.010471204188481676,3827,2866,0.2866,52.02193760871887,55.092142502582576,50,2,
loss_15pct,15,0.02368421052631579,3808,2319,0.2319,57.68181371688843,40.20331280465665,50,2,
