toeplitz_prob,hash_prob,reconciliation_prob,qber_after_reconciliation,secure_key_length,keys_match,n_mismatched_bits,elapsed_seconds,faults_fired,non_convergent,error,condition,run
0.0,0.0,0.3,,,False,,,,True,_service_pending_try_correct did not drain after 200 iterations -- likely fault-induced runaway cascade-effect scheduling,reconciliation_only,20
0.0,0.0,0.3,,,False,,,,True,try_correct_block recursion exceeded 50 levels -- likely fault-induced desync causing pathological bisection,reconciliation_only,21
0.0,0.0,0.3,,,False,,,,True,_service_pending_try_correct did not drain after 200 iterations -- likely fault-induced runaway cascade-effect scheduling,reconciliation_only,22
0.0,0.0,0.3,,,False,,,,True,_service_pending_try_correct did not drain after 200 iterations -- likely fault-induced runaway cascade-effect scheduling,reconciliation_only,23
0.0,0.0,0.3,,,False,,,,True,_service_pending_try_correct did not drain after 200 iterations -- likely fault-induced runaway cascade-effect scheduling,reconciliation_only,24
0.0,0.0,0.3,,,False,,,,True,try_correct_block recursion exceeded 50 levels -- likely fault-induced desync causing pathological bisection,reconciliation_only,25
0.0,0.0,0.3,,,False,,,,True,try_correct_block recursion exceeded 50 levels -- likely fault-induced desync causing pathological bisection,reconciliation_only,26
0.0,0.0,0.3,,,False,,,,True,_service_pending_try_correct did not drain after 200 iterations -- likely fault-induced runaway cascade-effect scheduling,reconciliation_only,27
0.0,0.0,0.3,,,False,,,,True,_service_pending_try_correct did not drain after 200 iterations -- likely fault-induced runaway cascade-effect scheduling,reconciliation_only,28
0.0,0.0,0.3,,,False,,,,True,_service_pending_try_correct did not drain after 200 iterations -- likely fault-induced runaway cascade-effect scheduling,reconciliation_only,29
0.5,0.5,0.3,,,False,,,,True,_service_pending_try_correct did not drain after 200 iterations -- likely fault-induced runaway cascade-effect scheduling,combined,0
0.5,0.5,0.3,,,False,,,,True,try_correct_block recursion exceeded 50 levels -- likely fault-induced desync causing pathological bisection,combined,1
0.5,0.5,0.3,,,False,,,,True,try_correct_block recursion exceeded 50 levels -- likely fault-induced desync causing pathological bisection,combined,2
0.5,0.5,0.3,,,False,,,,True,try_correct_block recursion exceeded 50 levels -- likely fault-induced desync causing pathological bisection,combined,3
0.5,0.5,0.3,,,False,,,,True,try_correct_block recursion exceeded 50 levels -- likely fault-induced desync causing pathological bisection,combined,4
0.5,0.5,0.3,,,False,,,,True,_service_pending_try_correct did not drain after 200 iterations -- likely fault-induced runaway cascade-effect scheduling,combined,5
0.5,0.5,0.3,,,False,,,,True,_service_pending_try_correct did not drain after 200 iterations -- likely fault-induced runaway cascade-effect scheduling,combined,6
0.5,0.5,0.3,,,False,,,,True,_service_pending_try_correct did not drain after 200 iterations -- likely fault-induced runaway cascade-effect scheduling,combined,7
